PassengerId,Name,Sex,Age,Pclass,SibSp,Parch,Fare,Embarked,Cabin,Ticket,Survived
16209,Passenger_016209,male,,3,1,0,15.38,N,E,TKT-957471,0
16210,Passenger_016210,male,22.9,2,1,2,14.63,S,F,TKT-894319,1
16211,Passenger_016211,female,26.9,3,0,0,23.48,S,,TKT-140036,0
16212,Passenger_016212,male,53.6,1,0,0,161.78,S,,TKT-637675,0
16213,Passenger_016213,male,41.0,3,0,0,5.2,S,F,TKT-718352,1
16214,Passenger_016214,male,42.6,3,0,0,18.74,S,F,TKT-983040,0
16215,Passenger_016215,female,21.9,3,0,0,9.32,S,,TKT-846859,1
16216,Passenger_016216,female,12.6,3,0,1,15.92,S,,TKT-240690,1
16217,Passenger_016217,female,35.9,1,0,0,154.62,S,B,TKT-421283,1
16218,Passenger_016218,male,0.5,3,0,0,7.1,S,F,TKT-609731,1
16219,Passenger_016219,male,33.9,1,0,0,60.44,S,,TKT-992670,0
16220,Passenger_016220,male,55.0,1,0,0,122.17,S,D,TKT-634702,0
16221,Passenger_016221,male,33.0,3,0,0,11.7,S,F,TKT-313775,0
16222,Passenger_016222,male,39.7,2,0,0,43.91,S,,TKT-113172,1
16223,Passenger_016223,male,27.2,2,0,0,11.84,S,E,TKT-696225,0
16224,Passenger_016224,female,25.2,2,0,0,57.3,S,D,TKT-736094,0
16225,Passenger_016225,male,39.0,3,0,1,11.49,S,G,TKT-986792,0
16226,Passenger_016226,male,44.7,3,0,0,11.37,S,E,TKT-712675,0
16227,Passenger_016227,female,22.5,3,2,1,24.61,C,G,TKT-814176,0
16228,Passenger_016228,female,12.5,3,2,0,14.58,S,G,TKT-167083,0
16229,Passenger_016229,male,35.2,3,0,0,8.27,S,,TKT-521752,0
16230,Passenger_016230,female,35.4,3,0,2,7.94,C,G,TKT-640772,1
16231,Passenger_016231,male,18.5,1,0,0,64.5,S,C,TKT-627912,1
16232,Passenger_016232,female,60.7,1,1,0,64.37,S,C,TKT-720495,1
16233,Passenger_016233,male,,1,0,0,51.84,Q,,TKT-442462,1
16234,Passenger_016234,male,25.1,3,0,2,15.53,Q,G,TKT-322552,1
16235,Passenger_016235,female,29.4,2,0,0,26.46,S,E,TKT-682497,0
16236,Passenger_016236,male,24.8,3,0,0,20.24,S,G,TKT-528630,0
16237,Passenger_016237,female,39.8,3,2,2,9.8,S,,TKT-371374,1
16238,Passenger_016238,male,31.8,3,0,1,9.6,Q,G,TKT-416606,1
16239,Passenger_016239,male,32.8,3,0,0,13.34,S,,TKT-609504,0
16240,Passenger_016240,female,50.9,3,1,0,10.83,S,E,TKT-728905,0
16241,Passenger_016241,male,56.0,3,0,0,8.51,S,,TKT-313468,0
16242,Passenger_016242,female,38.7,3,1,0,10.95,S,G,TKT-168944,1
16243,Passenger_016243,female,34.6,1,0,0,114.21,S,A,TKT-158013,1
16244,Passenger_016244,male,61.8,1,2,0,47.71,Q,C,TKT-932458,0
16245,Passenger_016245,male,21.5,3,0,0,17.42,Q,,TKT-342961,0
16246,Passenger_016246,male,55.1,3,0,0,14.17,C,G,TKT-839368,0
16247,Passenger_016247,male,45.8,3,0,0,12.75,S,,TKT-769948,0
16248,Passenger_016248,male,30.9,2,1,0,16.51,S,,TKT-606935,0
16249,Passenger_016249,male,32.9,3,0,0,16.04,S,G,TKT-265038,1
16250,Passenger_016250,female,22.9,3,1,0,14.92,S,F,TKT-827526,1
16251,Passenger_016251,male,22.4,3,1,0,10.03,Q,,TKT-705137,0
16252,Passenger_016252,female,,3,4,4,20.8,S,,TKT-903370,0
16253,Passenger_016253,male,7.2,3,4,1,14.86,C,,TKT-131694,0
16254,Passenger_016254,male,32.7,3,0,0,11.71,S,,TKT-275174,0
16255,Passenger_016255,male,33.1,1,0,0,51.41,S,,TKT-964915,0
16256,Passenger_016256,male,28.4,3,0,0,9.36,S,E,TKT-349181,0
16257,Passenger_016257,male,49.5,1,0,0,97.77,S,A,TKT-336936,0
16258,Passenger_016258,male,52.1,3,0,0,12.31,S,,TKT-875322,0
16259,Passenger_016259,female,30.6,2,0,0,22.31,S,D,TKT-528575,0
16260,Passenger_016260,female,50.1,1,0,0,30.1,S,,TKT-966629,0
16261,Passenger_016261,male,21.6,3,1,0,13.57,S,F,TKT-288838,0
16262,Passenger_016262,female,28.6,2,0,0,17.54,S,,TKT-979517,1
16263,Passenger_016263,female,0.9,1,4,0,81.95,C,C,TKT-372900,1
16264,Passenger_016264,male,33.7,3,0,0,10.1,C,,TKT-726047,0
16265,Passenger_016265,female,15.0,1,1,2,53.38,C,A,TKT-577332,1
16266,Passenger_016266,male,21.3,1,2,0,118.28,S,B,TKT-612318,1
16267,Passenger_016267,female,25.5,2,0,0,24.34,S,E,TKT-613531,0
16268,Passenger_016268,male,35.8,2,4,0,28.28,S,,TKT-841752,1
16269,Passenger_016269,female,27.6,3,0,0,16.41,S,,TKT-946720,0
16270,Passenger_016270,female,12.2,1,0,2,83.15,S,,TKT-343699,1
16271,Passenger_016271,female,48.9,1,0,1,109.86,C,,TKT-118695,1
16272,Passenger_016272,female,26.7,3,0,0,19.82,S,E,TKT-566313,1
16273,Passenger_016273,male,31.7,3,3,0,14.05,C,,TKT-899037,0
16274,Passenger_016274,female,32.9,1,0,3,79.71,S,,TKT-444922,1
16275,Passenger_016275,male,12.0,3,0,1,31.53,S,E,TKT-293325,1
16276,Passenger_016276,male,51.9,3,1,0,13.04,S,F,TKT-958044,0
16277,Passenger_016277,male,15.4,1,0,0,49.07,Q,,TKT-588449,1
16278,Passenger_016278,female,22.3,3,0,0,9.78,S,F,TKT-908745,1
16279,Passenger_016279,female,45.1,3,0,0,9.21,S,,TKT-277635,0
16280,Passenger_016280,male,33.0,3,0,0,10.3,C,,TKT-217368,0
16281,Passenger_016281,female,43.5,2,0,0,25.27,S,D,TKT-452788,1
16282,Passenger_016282,female,35.1,3,0,0,9.41,S,F,TKT-301724,0
16283,Passenger_016283,male,36.5,2,0,0,23.71,S,E,TKT-553820,0
16284,Passenger_016284,male,12.5,3,1,0,11.73,S,,TKT-314519,1
16285,Passenger_016285,female,12.9,3,2,0,10.95,S,,TKT-279952,0
16286,Passenger_016286,female,50.8,3,0,0,6.21,S,,TKT-311101,1
16287,Passenger_016287,male,37.3,2,0,0,14.43,S,,TKT-325980,1
16288,Passenger_016288,male,38.0,3,1,0,11.53,S,G,TKT-772380,0
16289,Passenger_016289,male,32.6,1,0,0,84.44,C,B,TKT-855962,1
16290,Passenger_016290,male,29.2,3,3,0,23.92,S,G,TKT-166841,0
16291,Passenger_016291,male,52.6,3,0,0,16.61,C,,TKT-853150,0
16292,Passenger_016292,male,36.8,1,2,0,41.88,S,B,TKT-655207,1
16293,Passenger_016293,male,42.2,2,1,0,23.37,C,F,TKT-123448,0
16294,Passenger_016294,male,39.0,3,0,0,11.94,S,,TKT-533256,0
16295,Passenger_016295,male,30.4,3,2,1,17.34,C,F,TKT-670568,0
16296,Passenger_016296,male,33.5,3,3,0,16.88,S,F,TKT-674392,1
16297,Passenger_016297,male,,3,0,0,16.2,N,E,TKT-171042,1
16298,Passenger_016298,female,34.6,3,0,0,11.12,S,F,TKT-738603,0
16299,Passenger_016299,male,39.8,3,0,0,17.26,S,,TKT-234094,1
16300,Passenger_016300,male,28.2,1,0,0,73.04,S,,TKT-409947,0
16301,Passenger_016301,male,56.3,1,1,0,91.43,S,B,TKT-113693,0
16302,Passenger_016302,female,55.2,3,0,0,13.3,S,,TKT-430677,1
16303,Passenger_016303,male,,1,0,0,85.75,S,D,TKT-123355,1
16304,Passenger_016304,male,26.0,1,0,0,148.6,S,B,TKT-276162,0
16305,Passenger_016305,female,8.5,3,0,0,5.36,S,,TKT-701677,1
16306,Passenger_016306,female,4.9,3,0,0,7.1,C,,TKT-821906,1
16307,Passenger_016307,male,52.1,3,0,1,22.97,C,G,TKT-627633,0
16308,Passenger_016308,male,41.4,3,0,0,8.87,S,E,TKT-575440,0
16309,Passenger_016309,female,52.4,3,1,0,14.25,S,E,TKT-578801,1
16310,Passenger_016310,female,21.2,3,0,2,18.47,S,E,TKT-936128,1
16311,Passenger_016311,female,36.1,2,0,2,33.19,S,,TKT-417124,0
16312,Passenger_016312,female,23.2,3,1,0,21.93,S,G,TKT-985249,1
16313,Passenger_016313,female,21.5,3,0,0,18.86,S,,TKT-627025,0
16314,Passenger_016314,female,31.7,1,1,0,54.31,C,D,TKT-896213,0
16315,Passenger_016315,male,39.3,1,0,0,68.68,S,D,TKT-761607,0
16316,Passenger_016316,female,40.2,3,0,0,17.69,S,E,TKT-763868,0
16317,Passenger_016317,female,37.1,3,1,3,20.42,S,F,TKT-228205,0
16318,Passenger_016318,male,9.6,3,0,1,18.7,S,E,TKT-388164,0
16319,Passenger_016319,male,8.3,1,0,0,161.2,S,D,TKT-635459,0
16320,Passenger_016320,male,44.3,3,0,0,17.2,S,G,TKT-882512,0
16321,Passenger_016321,female,24.2,2,0,1,16.32,C,,TKT-162273,1
16322,Passenger_016322,female,19.9,1,0,4,65.2,C,A,TKT-944223,1
16323,Passenger_016323,male,15.4,2,0,1,21.17,Q,D,TKT-179534,1
16324,Passenger_016324,male,36.5,3,1,0,11.14,S,F,TKT-875694,0
16325,Passenger_016325,male,36.2,3,0,0,9.51,S,E,TKT-181149,1
16326,Passenger_016326,male,24.5,2,3,0,23.34,Q,F,TKT-466321,0
16327,Passenger_016327,male,,3,0,0,10.31,S,G,TKT-934731,1
16328,Passenger_016328,male,41.3,3,3,1,16.81,C,F,TKT-665304,0
16329,Passenger_016329,male,3.5,1,4,2,111.78,S,D,TKT-235788,0
16330,Passenger_016330,male,38.6,3,0,0,11.56,C,G,TKT-722216,0
16331,Passenger_016331,male,38.4,3,0,0,5.7,S,F,TKT-555828,1
16332,Passenger_016332,male,31.2,1,2,1,93.82,S,C,TKT-382192,0
16333,Passenger_016333,female,51.2,3,0,0,12.38,S,G,TKT-724699,1
16334,Passenger_016334,female,18.9,1,1,0,111.76,S,A,TKT-643959,1
16335,Passenger_016335,female,40.3,3,0,0,17.42,S,,TKT-804857,1
16336,Passenger_016336,male,49.9,3,1,0,30.4,C,F,TKT-638189,0
16337,Passenger_016337,male,49.0,3,1,0,12.49,S,G,TKT-877625,0
16338,Passenger_016338,female,46.4,3,0,0,6.16,S,F,TKT-731018,0
16339,Passenger_016339,male,24.6,3,1,0,24.45,C,G,TKT-738906,0
16340,Passenger_016340,male,33.0,1,0,0,58.73,S,C,TKT-388748,0
16341,Passenger_016341,male,44.0,3,0,1,20.54,S,E,TKT-513533,0
16342,Passenger_016342,female,20.5,1,0,0,79.0,N,A,TKT-220125,1
16343,Passenger_016343,male,39.2,3,0,0,13.01,S,G,TKT-398376,0
16344,Passenger_016344,male,22.2,1,0,0,51.63,S,B,TKT-360353,1
16345,Passenger_016345,male,,3,0,0,13.23,S,E,TKT-685652,0
16346,Passenger_016346,male,0.5,3,0,0,10.3,S,E,TKT-828759,0
16347,Passenger_016347,male,23.2,1,1,0,53.48,S,C,TKT-754850,0
16348,Passenger_016348,female,33.4,3,0,0,6.01,S,,TKT-594732,0
16349,Passenger_016349,female,39.8,2,0,0,27.3,S,,TKT-475234,1
16350,Passenger_016350,male,43.3,1,0,2,60.54,S,B,TKT-582653,1
16351,Passenger_016351,male,29.3,3,0,0,10.76,S,F,TKT-750293,0
16352,Passenger_016352,male,45.4,2,0,1,10.62,S,,TKT-874604,1
16353,Passenger_016353,male,53.5,1,0,0,106.91,C,A,TKT-872570,0
16354,Passenger_016354,female,25.0,1,0,0,135.04,S,C,TKT-822135,0
16355,Passenger_016355,female,32.3,3,0,0,18.91,C,,TKT-227014,0
16356,Passenger_016356,male,29.7,2,0,1,14.88,C,F,TKT-611498,0
16357,Passenger_016357,female,37.3,3,0,0,13.67,C,,TKT-413491,1
16358,Passenger_016358,male,39.1,3,0,1,11.83,S,G,TKT-424339,1
16359,Passenger_016359,male,39.0,1,0,0,222.21,S,B,TKT-580905,0
16360,Passenger_016360,female,,1,0,1,99.87,S,,TKT-403930,1
16361,Passenger_016361,male,43.9,3,0,0,13.62,S,F,TKT-631116,0
16362,Passenger_016362,male,31.1,1,1,0,55.58,S,A,TKT-761922,1
16363,Passenger_016363,female,44.0,3,0,0,5.98,S,,TKT-478381,0
16364,Passenger_016364,male,23.9,1,0,0,91.37,S,D,TKT-261496,0
16365,Passenger_016365,male,42.7,2,0,0,19.59,Q,,TKT-105115,0
16366,Passenger_016366,male,23.8,1,0,0,64.75,C,C,TKT-291241,1
16367,Passenger_016367,male,40.1,3,0,2,12.51,Q,F,TKT-302317,0
16368,Passenger_016368,male,21.8,1,0,0,59.36,S,C,TKT-502178,0
16369,Passenger_016369,male,31.7,1,0,2,80.37,Q,B,TKT-668635,0
16370,Passenger_016370,male,,1,1,0,109.62,C,C,TKT-779811,0
16371,Passenger_016371,male,43.3,2,1,1,26.79,C,F,TKT-714949,0
16372,Passenger_016372,male,29.2,1,2,3,133.0,S,,TKT-297787,1
16373,Passenger_016373,female,13.9,2,0,0,16.35,S,,TKT-997435,1
16374,Passenger_016374,male,,2,0,1,25.67,S,F,TKT-992971,0
16375,Passenger_016375,male,55.5,3,0,0,15.71,S,,TKT-964995,0
16376,Passenger_016376,female,22.5,3,2,0,16.95,S,E,TKT-960444,0
16377,Passenger_016377,male,55.9,3,0,0,8.04,S,F,TKT-774803,1
16378,Passenger_016378,male,,3,0,0,39.54,Q,E,TKT-262274,0
16379,Passenger_016379,male,,2,1,3,18.13,S,E,TKT-762908,0
16380,Passenger_016380,male,29.2,1,0,0,33.2,S,D,TKT-851793,1
16381,Passenger_016381,female,34.5,3,0,0,6.97,S,,TKT-632272,1
16382,Passenger_016382,male,2.0,2,0,0,14.37,C,F,TKT-380954,0
16383,Passenger_016383,female,53.9,3,0,0,12.97,C,E,TKT-137461,1
16384,Passenger_016384,male,22.4,3,0,0,16.01,Q,F,TKT-884918,0
16385,Passenger_016385,male,28.8,2,2,2,76.9,S,D,TKT-376911,1
16386,Passenger_016386,male,42.8,3,4,0,26.69,S,E,TKT-527557,0
16387,Passenger_016387,male,44.4,2,1,2,64.87,S,,TKT-120001,0
16388,Passenger_016388,male,22.0,3,0,0,6.55,S,,TKT-387287,1
16389,Passenger_016389,female,54.7,3,0,0,20.14,S,E,TKT-510969,0
16390,Passenger_016390,male,28.2,3,0,0,11.22,S,F,TKT-299088,0
16391,Passenger_016391,female,33.2,1,0,1,204.27,S,C,TKT-221818,1
16392,Passenger_016392,female,37.7,1,0,0,122.15,C,C,TKT-260567,1
16393,Passenger_016393,male,35.0,3,0,0,10.56,S,,TKT-794055,0
16394,Passenger_016394,female,37.1,2,1,1,38.7,S,F,TKT-469463,0
16395,Passenger_016395,male,34.9,3,0,0,11.26,S,,TKT-141608,1
16396,Passenger_016396,male,,2,0,0,18.54,S,,TKT-296118,0
16397,Passenger_016397,male,43.1,3,0,0,17.95,S,E,TKT-670044,0
16398,Passenger_016398,male,,3,1,0,12.29,S,G,TKT-955472,1
16399,Passenger_016399,male,34.1,3,1,0,16.41,C,G,TKT-643880,0
16400,Passenger_016400,male,39.2,3,3,0,20.84,S,F,TKT-357829,0
16401,Passenger_016401,female,9.7,1,0,0,110.34,Q,,TKT-382384,1
16402,Passenger_016402,male,35.3,3,0,0,12.26,C,,TKT-460893,0
16403,Passenger_016403,female,10.2,2,0,0,22.66,C,,TKT-509323,1
16404,Passenger_016404,male,48.1,1,1,0,110.6,S,,TKT-504948,1
16405,Passenger_016405,male,24.8,3,0,1,18.18,S,F,TKT-518356,0
16406,Passenger_016406,male,33.9,3,0,0,16.64,S,E,TKT-171231,0
16407,Passenger_016407,male,38.9,2,0,0,25.08,S,D,TKT-127668,0
16408,Passenger_016408,male,13.1,1,0,0,101.87,S,C,TKT-973187,1
16409,Passenger_016409,female,53.4,3,1,0,10.85,C,E,TKT-678080,0
16410,Passenger_016410,male,47.9,2,0,0,14.08,S,,TKT-742854,0
16411,Passenger_016411,male,37.8,3,1,1,13.6,S,,TKT-459293,0
16412,Passenger_016412,female,18.2,3,1,1,13.45,S,,TKT-451354,1
16413,Passenger_016413,female,,2,0,2,20.42,S,E,TKT-360917,0
16414,Passenger_016414,female,21.7,3,0,0,7.8,Q,E,TKT-364113,1
16415,Passenger_016415,male,41.4,3,1,0,11.92,S,F,TKT-602515,0
16416,Passenger_016416,female,35.6,3,1,0,22.33,S,,TKT-263229,0
16417,Passenger_016417,male,30.1,2,4,0,21.78,S,,TKT-400371,1
16418,Passenger_016418,female,22.8,3,0,1,12.97,C,E,TKT-830260,1
16419,Passenger_016419,male,33.2,2,3,1,35.59,S,,TKT-143699,0
16420,Passenger_016420,male,25.3,3,0,0,19.46,S,,TKT-670108,0
16421,Passenger_016421,female,37.6,1,0,0,69.89,S,B,TKT-255334,1
16422,Passenger_016422,female,42.1,3,0,0,11.93,S,G,TKT-139661,0
16423,Passenger_016423,male,15.4,1,0,1,93.62,S,C,TKT-815792,0
16424,Passenger_016424,male,28.1,2,0,0,21.09,S,D,TKT-887300,0
16425,Passenger_016425,female,33.4,1,0,0,142.34,S,,TKT-138700,0
16426,Passenger_016426,male,53.1,2,0,0,36.45,C,F,TKT-249588,1
16427,Passenger_016427,male,29.6,1,1,0,54.65,S,B,TKT-922939,0
16428,Passenger_016428,male,52.7,3,0,0,15.9,C,E,TKT-521393,1
16429,Passenger_016429,male,29.2,2,0,0,25.31,S,,TKT-781013,0
16430,Passenger_016430,male,48.3,3,2,1,24.43,C,E,TKT-194505,0
16431,Passenger_016431,female,45.3,3,0,0,6.58,N,,TKT-123024,1
16432,Passenger_016432,male,48.0,1,1,0,148.98,S,C,TKT-977495,0
16433,Passenger_016433,female,40.7,3,0,0,17.81,C,F,TKT-276814,1
16434,Passenger_016434,female,57.0,3,0,0,6.05,S,,TKT-485708,0
16435,Passenger_016435,male,36.6,1,0,0,104.03,S,B,TKT-411104,1
16436,Passenger_016436,female,15.8,3,0,0,11.73,S,,TKT-376077,1
16437,Passenger_016437,male,34.2,3,2,0,29.17,S,F,TKT-472847,0
16438,Passenger_016438,female,13.8,3,0,0,13.69,S,G,TKT-152539,1
16439,Passenger_016439,male,36.7,1,0,0,41.48,S,,TKT-158109,1
16440,Passenger_016440,male,2.0,1,0,0,81.15,S,,TKT-745740,0
16441,Passenger_016441,male,45.3,3,2,0,13.65,S,E,TKT-951996,0
16442,Passenger_016442,female,45.3,3,0,0,5.59,S,,TKT-864613,0
16443,Passenger_016443,male,21.5,3,0,3,7.41,S,E,TKT-589765,0
16444,Passenger_016444,female,27.3,3,0,0,9.67,S,E,TKT-296232,1
16445,Passenger_016445,male,14.2,2,0,0,50.28,S,D,TKT-616017,0
16446,Passenger_016446,male,0.9,3,0,0,10.82,S,,TKT-728421,0
16447,Passenger_016447,male,37.0,3,0,1,11.55,S,G,TKT-473871,0
16448,Passenger_016448,male,10.5,2,0,0,37.87,S,,TKT-766614,0
16449,Passenger_016449,male,40.6,3,0,0,16.74,S,,TKT-942155,0
16450,Passenger_016450,male,9.5,3,1,0,11.62,S,F,TKT-804898,0
16451,Passenger_016451,female,44.1,2,4,2,21.32,S,,TKT-369265,0
16452,Passenger_016452,female,,2,0,0,16.13,C,E,TKT-461100,0
16453,Passenger_016453,male,48.5,3,0,0,18.1,S,G,TKT-175666,1
16454,Passenger_016454,male,45.7,3,0,0,13.53,Q,,TKT-549078,1
16455,Passenger_016455,male,37.7,3,2,0,9.96,S,,TKT-689013,0
16456,Passenger_016456,female,0.5,1,0,0,61.27,S,A,TKT-848825,1
16457,Passenger_016457,female,12.9,1,0,0,114.76,S,D,TKT-600625,1
16458,Passenger_016458,female,28.5,3,0,0,19.2,C,F,TKT-773946,1
16459,Passenger_016459,female,57.3,2,0,2,37.98,Q,,TKT-355763,0
16460,Passenger_016460,male,38.8,3,0,0,11.53,C,G,TKT-550704,0
16461,Passenger_016461,male,20.9,1,0,0,68.33,S,,TKT-300801,1
16462,Passenger_016462,female,18.4,2,0,0,32.85,Q,,TKT-575802,0
16463,Passenger_016463,male,38.2,2,1,0,23.95,S,,TKT-851566,0
16464,Passenger_016464,male,10.9,3,0,0,14.19,S,,TKT-605493,0
16465,Passenger_016465,male,35.8,2,1,0,18.58,S,D,TKT-736762,0
16466,Passenger_016466,female,28.8,1,0,1,164.3,C,A,TKT-594392,1
16467,Passenger_016467,female,36.7,3,0,1,19.32,S,G,TKT-872515,0
16468,Passenger_016468,female,19.6,2,0,0,31.49,C,,TKT-103163,0
16469,Passenger_016469,male,24.7,3,1,0,28.0,S,E,TKT-721936,0
16470,Passenger_016470,male,,1,0,0,75.32,S,B,TKT-411301,0
16471,Passenger_016471,male,18.0,2,1,1,24.93,S,F,TKT-982245,1
16472,Passenger_016472,female,46.7,1,0,0,54.08,C,C,TKT-527173,1
16473,Passenger_016473,male,46.5,1,3,4,98.67,S,,TKT-470152,0
16474,Passenger_016474,female,23.5,2,5,0,36.51,S,,TKT-407265,0
16475,Passenger_016475,male,39.9,1,5,0,122.54,Q,,TKT-418060,1
16476,Passenger_016476,female,18.5,3,0,0,22.89,S,G,TKT-894041,1
16477,Passenger_016477,female,22.6,3,0,0,15.26,C,F,TKT-273926,0
16478,Passenger_016478,male,,3,0,2,20.71,S,,TKT-811597,1
16479,Passenger_016479,female,29.9,3,2,0,15.53,S,,TKT-360760,1
16480,Passenger_016480,male,44.2,2,1,1,41.05,S,,TKT-679269,1
16481,Passenger_016481,female,29.1,3,2,3,26.28,S,G,TKT-168364,1
16482,Passenger_016482,female,44.6,3,0,0,6.37,C,F,TKT-172892,1
16483,Passenger_016483,male,16.8,3,0,0,15.62,S,,TKT-560371,0
16484,Passenger_016484,male,33.4,3,0,0,9.12,S,F,TKT-990667,0
16485,Passenger_016485,female,40.7,1,1,0,37.36,Q,D,TKT-117875,0
16486,Passenger_016486,female,4.1,2,0,0,55.65,S,F,TKT-240054,1
16487,Passenger_016487,male,28.6,3,0,0,13.14,S,G,TKT-265089,0
16488,Passenger_016488,female,42.0,3,0,0,11.12,S,,TKT-665230,0
16489,Passenger_016489,male,,2,0,0,32.52,Q,,TKT-278337,0
16490,Passenger_016490,male,24.3,1,2,0,160.55,C,,TKT-719072,0
16491,Passenger_016491,male,40.7,2,1,0,8.92,S,E,TKT-384644,0
16492,Passenger_016492,male,13.0,2,1,0,28.02,S,F,TKT-566602,1
16493,Passenger_016493,male,37.2,2,0,0,33.87,Q,,TKT-918794,0
16494,Passenger_016494,female,,3,0,1,14.84,S,E,TKT-620718,1
16495,Passenger_016495,male,61.4,3,3,0,23.59,S,E,TKT-513072,0
16496,Passenger_016496,male,58.1,3,0,0,11.69,Q,F,TKT-342128,1
16497,Passenger_016497,female,32.1,3,0,0,11.37,S,G,TKT-980833,1
16498,Passenger_016498,female,,3,4,0,20.08,Q,F,TKT-720599,0
16499,Passenger_016499,female,25.6,3,0,0,12.99,Q,F,TKT-959311,0
16500,Passenger_016500,male,24.5,1,0,0,95.16,S,C,TKT-184620,1
16501,Passenger_016501,female,28.4,1,1,1,120.71,S,,TKT-846658,1
16502,Passenger_016502,male,26.2,3,0,0,16.77,S,,TKT-162868,1
16503,Passenger_016503,male,49.0,1,0,0,84.05,S,B,TKT-848088,0
16504,Passenger_016504,female,37.3,1,0,2,87.1,S,A,TKT-626342,1
16505,Passenger_016505,male,,1,0,0,62.26,S,D,TKT-362621,0
16506,Passenger_016506,female,6.9,3,2,1,23.69,S,,TKT-723392,0
16507,Passenger_016507,male,23.7,3,0,2,12.12,S,F,TKT-804197,1
16508,Passenger_016508,male,27.2,1,0,0,77.24,S,C,TKT-281954,0
16509,Passenger_016509,male,45.9,3,0,1,21.96,S,G,TKT-353747,0
16510,Passenger_016510,male,34.8,1,0,0,44.78,S,C,TKT-318228,0
16511,Passenger_016511,male,34.0,3,0,0,9.31,C,E,TKT-590864,1
16512,Passenger_016512,male,19.0,1,0,0,88.07,S,,TKT-315046,1
16513,Passenger_016513,male,0.5,1,0,1,78.63,S,,TKT-829982,0
16514,Passenger_016514,female,31.0,3,0,1,25.28,C,E,TKT-222060,0
16515,Passenger_016515,male,32.0,3,0,0,13.5,S,G,TKT-430833,1
16516,Passenger_016516,male,37.4,3,0,2,9.29,S,,TKT-373416,0
16517,Passenger_016517,male,33.7,1,0,0,79.06,S,,TKT-877222,0
16518,Passenger_016518,male,25.8,2,0,2,15.24,S,,TKT-156985,0
16519,Passenger_016519,male,29.3,2,2,0,28.51,S,,TKT-261150,0
16520,Passenger_016520,female,39.9,3,0,0,11.61,S,F,TKT-995592,1
16521,Passenger_016521,female,,3,0,0,15.13,S,,TKT-756471,1
16522,Passenger_016522,male,23.6,3,2,1,16.26,Q,F,TKT-602238,0
16523,Passenger_016523,female,20.2,3,0,0,16.01,S,G,TKT-176292,1
16524,Passenger_016524,male,22.8,3,0,0,8.23,S,F,TKT-191557,0
16525,Passenger_016525,male,26.9,2,2,1,30.45,S,,TKT-754604,0
16526,Passenger_016526,male,27.0,1,0,0,94.33,S,,TKT-114290,1
16527,Passenger_016527,male,,3,0,0,6.79,S,E,TKT-238644,0
16528,Passenger_016528,male,14.8,3,0,0,8.21,S,F,TKT-149054,1
16529,Passenger_016529,male,,3,0,0,13.03,C,F,TKT-997194,0
16530,Passenger_016530,male,46.3,3,0,0,18.97,N,,TKT-708782,0
16531,Passenger_016531,male,42.7,2,0,0,31.14,S,,TKT-538215,0
16532,Passenger_016532,male,60.6,1,0,0,36.62,N,D,TKT-639256,0
16533,Passenger_016533,female,18.7,1,0,0,64.14,C,,TKT-739240,1
16534,Passenger_016534,female,17.6,1,0,0,161.22,S,B,TKT-654511,1
16535,Passenger_016535,male,39.9,3,2,1,40.02,S,,TKT-549179,0
16536,Passenger_016536,male,25.6,2,1,0,35.1,S,E,TKT-351071,0
16537,Passenger_016537,male,,2,1,0,26.65,Q,F,TKT-690310,0
16538,Passenger_016538,female,59.9,2,0,0,19.06,S,E,TKT-712108,1
16539,Passenger_016539,male,35.3,3,3,1,17.91,S,F,TKT-785425,0
16540,Passenger_016540,male,35.0,2,3,0,19.08,C,E,TKT-338113,0
16541,Passenger_016541,female,24.6,3,0,1,10.96,S,,TKT-960805,0
16542,Passenger_016542,male,,2,0,1,32.4,S,E,TKT-843107,0
16543,Passenger_016543,male,21.0,3,0,0,21.87,S,E,TKT-528246,1
16544,Passenger_016544,female,21.3,3,0,1,16.8,S,F,TKT-498416,1
16545,Passenger_016545,female,18.6,2,0,0,18.86,S,,TKT-228499,1
16546,Passenger_016546,male,44.3,3,0,1,14.8,S,,TKT-310856,0
16547,Passenger_016547,male,37.4,2,0,0,28.3,S,,TKT-742569,1
16548,Passenger_016548,male,25.9,3,0,0,18.61,S,,TKT-620037,1
16549,Passenger_016549,male,21.8,2,0,0,12.38,Q,,TKT-667545,0
16550,Passenger_016550,male,65.3,3,0,0,6.95,S,,TKT-121698,1
16551,Passenger_016551,male,31.0,3,0,2,19.58,S,,TKT-696596,0
16552,Passenger_016552,male,25.0,2,0,0,33.4,S,,TKT-469615,0
16553,Passenger_016553,female,40.3,3,0,0,7.33,C,,TKT-169614,1
16554,Passenger_016554,female,,1,0,0,108.78,S,,TKT-900914,1
16555,Passenger_016555,female,20.2,2,2,0,22.4,S,E,TKT-545865,0
16556,Passenger_016556,male,34.5,2,0,0,20.29,C,F,TKT-123597,0
16557,Passenger_016557,male,37.6,3,0,0,10.33,S,E,TKT-322282,1
16558,Passenger_016558,male,48.6,3,0,3,11.09,S,,TKT-193082,1
16559,Passenger_016559,male,64.9,3,0,0,7.14,S,,TKT-849044,0
16560,Passenger_016560,male,56.2,1,0,3,112.92,S,C,TKT-196097,0
16561,Passenger_016561,female,41.4,3,0,0,5.33,S,E,TKT-425403,1
