Employee_ID,Department,Age,Experience_Years,Salary,Performance_Score
E04766,MLOps,29.0,1,39857.0,78.0
E04767,Analytics,23.0,12,60842.0,75.0
E04768,Analytics,39.0,11,85441.0,66.0
E04769,ML,30.0,8,48507.0,88.0
E04770,AI,32.0,1,35000.0,76.0
E04771,Analytics,31.0,9,76906.0,86.0
E04772,Data,31.0,7,40611.0,77.0
E04773,ML,23.0,4,36735.0,93.0
E04774,Data,30.0,2,47297.0,77.0
E04775,ML,29.0,0,37371.0,69.0
E04776,ML,36.0,10,56239.0,82.0
E04777,Data,30.0,10,63296.0,78.0
E04778,ML,37.0,2,62154.0,65.0
E04779,MLOps,34.0,4,35000.0,68.0
E04780,Analytics,24.0,3,43687.0,76.0
E04781,MLOps,38.0,15,76159.0,90.0
E04782,HR,29.0,13,85696.0,72.0
E04783,Software,35.0,1,35000.0,85.0
E04784,Analytics,27.0,0,35000.0,74.0
E04785,HR,36.0,14,72655.0,90.0
E04786,Software,39.0,0,35000.0,93.0
E04787,MLOps,22.0,3,48826.0,78.0
E04788,AI,35.0,11,76027.0,72.0
E04789,ML,36.0,2,45699.0,70.0
E04790,AI,27.0,3,35000.0,85.0
E04791,Data,29.0,11,63627.0,69.0
E04792,ML,29.0,3,40655.0,60.0
E04793,MLOps,30.0,10,50877.0,88.0
E04794,HR,29.0,0,35000.0,68.0
E04795,MLOps,39.0,15,100869.0,65.0
E04796,ML,39.0,8,68289.0,69.0
E04797,ML,39.0,8,44067.0,75.0
E04798,Data,30.0,6,60425.0,65.0
E04799,Software,35.0,8,65579.0,66.0
E04800,AI,22.0,13,64213.0,80.0
E04801,Data,22.0,15,85498.0,73.0
E04802,ML,35.0,1,35000.0,80.0
E04803,ML,34.0,7,35000.0,82.0
E04804,Data,23.0,15,74252.0,72.0
E04805,Software,34.0,12,57668.0,76.0
E04806,AI,33.0,0,35000.0,83.0
E04807,Data,36.0,14,82823.0,88.0
E04808,Analytics,31.0,3,49835.0,55.0
E04809,Data,36.0,2,45300.0,62.0
E04810,Analytics,36.0,2,44454.0,77.0
E04811,Data,33.0,3,35000.0,76.0
E04812,AI,32.0,12,61320.0,75.0
E04813,Data,37.0,4,60798.0,72.0
E04814,HR,25.0,4,68270.0,69.0
E04815,Data,40.0,8,58815.0,90.0
E04816,ML,38.0,0,38523.0,66.0
E04817,MLOps,32.0,5,75432.0,75.0
E04818,Data,39.0,8,53826.0,76.0
E04819,Analytics,35.0,10,66938.0,85.0
E04820,Analytics,29.0,3,36011.0,83.0
E04821,AI,30.0,3,35000.0,76.0
E04822,MLOps,33.0,9,54839.0,74.0
E04823,Analytics,26.0,4,51459.0,67.0
E04824,AI,32.0,7,36999.0,87.0
E04825,Data,29.0,15,85945.0,62.0
E04826,Data,32.0,1,35000.0,66.0
E04827,ML,29.0,14,69526.0,85.0
E04828,Data,23.0,14,74599.0,68.0
E04829,AI,35.0,15,68856.0,83.0
E04830,Software,31.0,3,44312.0,88.0
E04831,Analytics,25.0,7,54586.0,87.0
E04832,MLOps,26.0,0,35791.0,69.0
E04833,AI,31.0,6,70616.0,73.0
E04834,AI,37.0,9,52117.0,67.0
E04835,MLOps,26.0,12,76664.0,78.0
E04836,Software,38.0,13,64976.0,92.0
E04837,ML,37.0,2,41121.0,76.0
E04838,ML,22.0,7,67519.0,76.0
E04839,ML,24.0,0,46862.0,76.0
E04840,ML,35.0,13,68437.0,76.0
E04841,Software,32.0,12,81900.0,83.0
E04842,Data,24.0,1,41404.0,62.0
E04843,MLOps,40.0,14,78459.0,79.0
E04844,Data,22.0,4,50319.0,82.0
E04845,Data,29.0,13,73715.0,86.0
E04846,MLOps,22.0,10,54558.0,90.0
E04847,ML,39.0,10,63336.0,70.0
E04848,Analytics,30.0,12,88173.0,69.0
E04849,ML,33.0,3,36549.0,72.0
E04850,AI,37.0,1,76851.0,82.0
E04851,ML,26.0,12,61990.0,64.0
E04852,AI,27.0,9,72478.0,79.0
E04853,Software,33.0,9,44503.0,79.0
E04854,ML,39.0,12,76009.0,72.0
E04855,ML,25.0,11,48063.0,84.0
E04856,HR,30.0,2,51675.0,63.0
E04857,Data,27.0,2,41381.0,88.0
E04858,Analytics,25.0,2,52941.0,81.0
E04859,ML,25.0,5,35574.0,74.0
E04860,MLOps,30.0,8,61400.0,65.0
E04861,Data,24.0,10,72378.0,76.0
E04862,Software,33.0,6,60273.0,81.0
E04863,MLOps,25.0,0,35000.0,70.0
E04864,AI,31.0,6,54775.0,59.0
E04865,Analytics,26.0,8,52871.0,69.0
E04866,ML,30.0,13,76406.0,99.0
E04867,MLOps,24.0,4,35000.0,80.0
E04868,MLOps,25.0,1,55784.0,73.0
E04869,Data,28.0,8,51738.0,99.0
E04870,Analytics,35.0,11,73832.0,85.0
E04871,Data,30.0,7,42063.0,92.0
E04872,MLOps,28.0,13,54053.0,80.0
E04873,AI,32.0,4,55046.0,84.0
E04874,Analytics,40.0,6,60786.0,78.0
E04875,Data,37.0,15,90219.0,70.0
E04876,Analytics,29.0,11,72298.0,76.0
E04877,MLOps,31.0,13,88158.0,78.0
E04878,AI,26.0,9,66129.0,76.0
E04879,Data,35.0,4,35937.0,70.0
E04880,MLOps,38.0,4,75853.0,73.0
E04881,ML,38.0,3,35000.0,72.0
E04882,Analytics,25.0,8,69112.0,72.0
E04883,Analytics,36.0,5,55981.0,88.0
E04884,MLOps,25.0,0,47734.0,78.0
E04885,Software,22.0,5,48874.0,64.0
E04886,Software,35.0,12,75035.0,64.0
E04887,ML,30.0,9,54475.0,73.0
E04888,AI,27.0,0,41965.0,67.0
E04889,Data,31.0,6,37596.0,74.0
E04890,HR,29.0,4,62240.0,93.0
E04891,MLOps,26.0,0,63214.0,69.0
E04892,MLOps,30.0,6,66216.0,67.0
E04893,Data,22.0,6,35000.0,79.0
E04894,MLOps,36.0,7,49617.0,69.0
E04895,AI,39.0,11,79786.0,60.0
E04896,Data,32.0,8,45597.0,74.0
E04897,MLOps,33.0,3,35000.0,61.0
E04898,Data,36.0,9,63666.0,68.0
E04899,Software,31.0,3,38264.0,79.0
E04900,Software,40.0,14,70585.0,65.0
E04901,Data,27.0,9,45246.0,85.0
E04902,MLOps,35.0,7,76334.0,74.0
E04903,ML,27.0,4,35273.0,90.0
E04904,Software,27.0,10,59831.0,77.0
E04905,AI,30.0,1,43030.0,74.0
E04906,Analytics,36.0,1,35254.0,76.0
E04907,Software,29.0,9,56249.0,82.0
E04908,ML,38.0,13,85260.0,90.0
E04909,AI,29.0,14,81402.0,68.0
E04910,ML,30.0,5,53880.0,76.0
E04911,ML,31.0,9,56937.0,76.0
E04912,Data,34.0,9,46241.0,87.0
E04913,Data,30.0,5,63734.0,78.0
E04914,HR,31.0,15,71302.0,70.0
E04915,MLOps,23.0,2,35000.0,76.0
E04916,Software,24.0,12,66583.0,64.0
E04917,AI,24.0,14,76123.0,91.0
E04918,Analytics,35.0,6,36023.0,71.0
E04919,HR,28.0,9,56589.0,66.0
E04920,Data,30.0,7,55753.0,84.0
E04921,Data,32.0,0,35000.0,80.0
E04922,ML,28.0,2,54291.0,93.0
E04923,MLOps,24.0,4,35000.0,78.0
E04924,Software,30.0,10,72741.0,82.0
E04925,Data,28.0,12,72793.0,82.0
E04926,MLOps,33.0,8,89457.0,73.0
E04927,ML,33.0,10,65697.0,75.0
E04928,Data,36.0,9,45140.0,87.0
E04929,AI,31.0,10,49762.0,70.0
E04930,MLOps,39.0,4,43153.0,77.0
E04931,AI,40.0,2,35000.0,56.0
E04932,Analytics,35.0,11,51775.0,83.0
E04933,AI,39.0,9,69474.0,83.0
E04934,MLOps,40.0,4,72955.0,90.0
E04935,Analytics,37.0,2,39764.0,78.0
E04936,ML,24.0,7,43269.0,68.0
E04937,MLOps,34.0,8,71343.0,78.0
E04938,AI,24.0,2,56655.0,99.0
E04939,Analytics,27.0,15,74551.0,65.0
E04940,ML,37.0,11,75491.0,78.0
E04941,Software,32.0,11,83667.0,62.0
E04942,ML,34.0,2,44964.0,88.0
E04943,Analytics,29.0,12,62712.0,75.0
E04944,HR,38.0,9,55725.0,84.0
E04945,Analytics,28.0,10,50199.0,63.0
E04946,Software,34.0,13,64583.0,75.0
E04947,Analytics,36.0,8,66472.0,57.0
E04948,AI,22.0,9,59344.0,70.0
E04949,Analytics,38.0,1,35000.0,81.0
E04950,AI,34.0,9,66097.0,66.0
E04951,MLOps,25.0,14,90226.0,89.0
E04952,AI,26.0,14,74866.0,70.0
E04953,MLOps,23.0,2,40005.0,71.0
E04954,HR,30.0,15,97647.0,68.0
E04955,MLOps,23.0,6,67098.0,92.0
E04956,MLOps,35.0,3,50554.0,57.0
E04957,Software,23.0,8,76091.0,79.0
E04958,MLOps,34.0,7,70096.0,74.0
E04959,MLOps,35.0,6,51598.0,91.0
E04960,AI,29.0,5,54651.0,72.0
E04961,ML,28.0,12,72462.0,75.0
E04962,ML,35.0,1,61756.0,70.0
E04963,Data,39.0,7,61178.0,77.0
E04964,MLOps,39.0,5,54262.0,82.0
E04965,MLOps,33.0,10,87463.0,76.0
E04966,ML,26.0,11,70088.0,68.0
E04967,Data,28.0,15,75993.0,74.0
E04968,MLOps,24.0,13,48083.0,82.0
E04969,ML,22.0,14,71858.0,83.0
E04970,Analytics,24.0,13,76306.0,93.0
E04971,Analytics,36.0,10,76805.0,73.0
E04972,ML,30.0,0,35000.0,75.0
E04973,MLOps,32.0,13,63650.0,80.0
E04974,Software,27.0,6,57774.0,82.0
E04975,Analytics,23.0,5,35000.0,82.0
E04976,Data,30.0,15,95581.0,65.0
E04977,Data,30.0,8,76199.0,61.0
E04978,ML,23.0,8,37971.0,80.0
E04979,Software,34.0,5,39868.0,67.0
E04980,Software,26.0,15,84241.0,69.0
E04981,Software,31.0,5,71147.0,73.0
E04982,MLOps,28.0,5,49379.0,59.0
E04983,MLOps,23.0,12,75690.0,74.0
E04984,ML,39.0,6,56050.0,73.0
E04985,MLOps,33.0,15,61375.0,73.0
E04986,MLOps,27.0,7,51918.0,65.0
E04987,Analytics,26.0,10,55900.0,91.0
E04988,ML,22.0,13,76825.0,88.0
E04989,Software,36.0,15,71805.0,92.0
E04990,ML,27.0,4,47391.0,66.0
E04991,ML,26.0,5,49376.0,80.0
E04992,Software,39.0,6,53368.0,96.0
E04993,AI,40.0,7,68816.0,78.0
E04994,MLOps,30.0,12,75636.0,79.0
E04995,Analytics,33.0,15,77070.0,76.0
E04996,MLOps,37.0,5,55969.0,75.0
E04997,ML,33.0,0,35000.0,92.0
E04998,Data,27.0,6,40090.0,62.0
E04999,MLOps,36.0,1,50885.0,73.0
E05000,Analytics,24.0,14,69109.0,85.0
E05001,ML,32.0,12,58862.0,71.0
E05002,Analytics,31.0,5,68231.0,82.0
E05003,AI,33.0,6,63550.0,78.0
E05004,ML,35.0,8,56792.0,86.0
E05005,ML,23.0,11,78714.0,74.0
E05006,Data,38.0,1,35000.0,72.0
E05007,AI,27.0,6,58782.0,77.0
E05008,Analytics,26.0,15,80670.0,77.0
E05009,AI,32.0,6,48639.0,78.0
E05010,Data,40.0,10,68112.0,82.0
E05011,MLOps,37.0,4,35000.0,78.0
E05012,Analytics,31.0,15,73153.0,75.0
E05013,ML,33.0,10,40387.0,67.0
E05014,AI,31.0,12,67084.0,79.0
E05015,ML,34.0,15,83049.0,66.0
E05016,MLOps,38.0,12,53691.0,82.0
E05017,Data,24.0,3,48571.0,73.0
E05018,Data,29.0,2,35000.0,72.0
E05019,Analytics,32.0,4,39932.0,71.0
E05020,Data,36.0,7,54812.0,78.0
E05021,Software,23.0,5,49739.0,74.0
E05022,Software,32.0,0,37788.0,72.0
E05023,Software,36.0,1,35000.0,79.0
E05024,Analytics,24.0,8,60993.0,73.0
E05025,Analytics,25.0,0,43161.0,78.0
E05026,Analytics,22.0,15,74633.0,87.0
E05027,Data,38.0,4,44107.0,76.0
E05028,MLOps,39.0,6,35705.0,76.0
E05029,Analytics,30.0,4,57338.0,57.0
E05030,ML,38.0,5,35000.0,81.0
E05031,ML,33.0,10,77941.0,61.0
E05032,Software,40.0,4,73335.0,79.0
E05033,ML,24.0,8,53004.0,73.0
E05034,Data,34.0,9,52724.0,74.0
E05035,Analytics,35.0,13,71754.0,67.0
E05036,ML,34.0,14,88929.0,70.0
E05037,Software,31.0,3,35000.0,55.0
E05038,ML,25.0,9,36203.0,86.0
E05039,Software,25.0,1,51525.0,74.0
E05040,AI,34.0,12,71234.0,73.0
E05041,MLOps,33.0,6,50218.0,56.0
E05042,ML,31.0,5,50609.0,72.0
E05043,MLOps,22.0,13,64095.0,66.0
E05044,Data,29.0,5,47623.0,56.0
E05045,MLOps,38.0,4,50070.0,79.0
E05046,HR,34.0,3,49757.0,70.0
E05047,MLOps,36.0,10,65309.0,99.0
E05048,Software,23.0,1,35000.0,74.0
E05049,ML,30.0,14,73004.0,73.0
E05050,HR,31.0,13,74469.0,91.0
E05051,MLOps,36.0,1,39474.0,72.0
E05052,Data,36.0,11,62702.0,77.0
E05053,Analytics,23.0,0,58381.0,87.0
E05054,ML,37.0,2,35485.0,77.0
E05055,Software,22.0,9,67202.0,73.0
E05056,MLOps,31.0,8,53278.0,88.0
E05057,Analytics,26.0,13,79501.0,85.0
E05058,Analytics,28.0,10,47089.0,96.0
E05059,Analytics,30.0,0,52959.0,85.0
E05060,ML,32.0,13,77853.0,78.0
E05061,ML,22.0,5,43471.0,77.0
E05062,ML,24.0,2,36003.0,75.0
E05063,MLOps,35.0,6,43970.0,68.0
E05064,ML,23.0,1,35000.0,78.0
E05065,HR,26.0,4,46576.0,87.0
E05066,Data,37.0,4,40085.0,85.0
E05067,Analytics,26.0,14,85641.0,71.0
E05068,MLOps,24.0,3,70494.0,70.0
E05069,MLOps,31.0,8,56138.0,85.0
E05070,Data,29.0,2,35000.0,69.0
E05071,MLOps,24.0,1,35000.0,68.0
E05072,MLOps,29.0,14,75565.0,70.0
E05073,Data,38.0,6,61908.0,74.0
E05074,Data,40.0,15,71320.0,88.0
E05075,HR,23.0,3,35534.0,76.0
E05076,MLOps,35.0,10,56225.0,73.0
E05077,Data,35.0,0,35000.0,86.0
E05078,ML,36.0,12,49449.0,71.0
E05079,MLOps,36.0,13,74849.0,69.0
E05080,AI,34.0,8,41446.0,74.0
E05081,ML,38.0,11,64177.0,74.0
E05082,Analytics,27.0,9,69658.0,79.0
E05083,Data,24.0,8,47831.0,96.0
E05084,ML,28.0,13,87556.0,67.0
E05085,HR,25.0,12,62054.0,74.0
E05086,Data,25.0,14,58560.0,84.0
E05087,AI,22.0,3,38826.0,83.0
E05088,Data,32.0,5,53935.0,94.0
E05089,HR,37.0,1,47443.0,84.0
E05090,MLOps,23.0,12,75394.0,74.0
E05091,Data,34.0,6,74019.0,75.0
E05092,AI,39.0,0,37199.0,68.0
E05093,MLOps,31.0,15,73525.0,77.0
E05094,MLOps,25.0,1,37226.0,81.0
E05095,HR,34.0,15,64284.0,77.0
E05096,Analytics,26.0,4,56933.0,74.0
E05097,AI,24.0,9,45274.0,82.0
E05098,Analytics,31.0,7,43471.0,84.0
E05099,Software,22.0,7,54262.0,83.0
E05100,Software,28.0,3,35000.0,85.0
E05101,Analytics,36.0,7,60375.0,78.0
E05102,MLOps,25.0,13,77390.0,68.0
E05103,ML,31.0,5,58615.0,72.0
E05104,Analytics,40.0,8,65851.0,73.0
E05105,Software,26.0,14,79620.0,79.0
E05106,Data,27.0,6,51957.0,85.0
E05107,ML,35.0,15,88364.0,80.0
E05108,MLOps,36.0,12,70948.0,68.0
E05109,Data,31.0,9,78755.0,83.0
E05110,Software,35.0,11,78692.0,80.0
E05111,ML,33.0,12,67693.0,81.0
E05112,Analytics,26.0,12,85215.0,97.0
E05113,AI,37.0,4,65013.0,98.0
E05114,HR,27.0,5,75408.0,81.0
E05115,ML,34.0,14,90596.0,76.0
E05116,HR,32.0,5,37168.0,83.0
E05117,Analytics,32.0,11,56498.0,55.0
E05118,AI,38.0,4,35000.0,63.0
E05119,ML,39.0,5,62059.0,87.0
E05120,Data,36.0,12,101482.0,72.0
E05121,Analytics,33.0,10,69383.0,72.0
E05122,MLOps,27.0,6,53508.0,86.0
E05123,Data,35.0,9,68030.0,78.0
E05124,Analytics,22.0,1,44826.0,76.0
E05125,Analytics,23.0,4,62188.0,79.0
E05126,ML,33.0,8,51965.0,84.0
E05127,Data,27.0,13,79486.0,91.0
E05128,ML,31.0,3,53814.0,63.0
E05129,Software,39.0,6,56035.0,81.0
E05130,HR,28.0,9,43247.0,89.0
E05131,MLOps,30.0,4,35000.0,57.0
E05132,ML,34.0,8,42437.0,82.0
E05133,ML,36.0,11,81301.0,76.0
E05134,Data,40.0,4,65890.0,64.0
E05135,Software,28.0,3,35000.0,73.0
E05136,Data,39.0,14,86770.0,94.0
E05137,ML,26.0,11,43570.0,60.0
E05138,ML,34.0,7,48564.0,83.0
E05139,MLOps,23.0,5,54433.0,66.0
E05140,Software,40.0,8,69071.0,95.0
E05141,Analytics,36.0,13,65882.0,99.0
E05142,Analytics,29.0,11,66734.0,69.0
E05143,MLOps,39.0,8,58162.0,75.0
E05144,HR,23.0,10,48981.0,84.0
E05145,MLOps,28.0,2,53604.0,87.0
E05146,Software,30.0,0,37318.0,80.0
E05147,Software,34.0,11,58429.0,63.0
E05148,Data,34.0,7,55228.0,68.0
E05149,Software,23.0,14,90192.0,78.0
E05150,MLOps,37.0,14,67341.0,72.0
E05151,Analytics,24.0,15,66206.0,78.0
E05152,ML,39.0,14,63723.0,66.0
E05153,Data,29.0,9,90820.0,67.0
E05154,ML,31.0,2,51666.0,64.0
E05155,ML,29.0,10,53260.0,82.0
E05156,ML,29.0,4,48350.0,83.0
E05157,MLOps,30.0,13,77040.0,77.0
E05158,Analytics,27.0,4,47691.0,60.0
E05159,Data,39.0,14,70152.0,80.0
E05160,MLOps,33.0,14,60257.0,76.0
E05161,HR,30.0,7,47290.0,88.0
E05162,HR,35.0,15,73836.0,77.0
E05163,ML,23.0,6,62932.0,67.0
E05164,Data,34.0,7,58046.0,77.0
E05165,Analytics,25.0,14,83675.0,72.0
E05166,AI,25.0,11,54488.0,71.0
E05167,MLOps,34.0,2,37988.0,71.0
E05168,AI,30.0,2,53644.0,72.0
E05169,ML,25.0,8,43703.0,74.0
E05170,MLOps,23.0,10,85286.0,72.0
E05171,AI,33.0,9,63363.0,83.0
E05172,Analytics,31.0,0,42771.0,64.0
E05173,Software,26.0,2,35000.0,76.0
E05174,ML,26.0,1,46667.0,70.0
E05175,ML,36.0,12,60571.0,71.0
E05176,ML,38.0,6,53897.0,84.0
E05177,ML,39.0,6,38638.0,83.0
E05178,ML,37.0,13,86058.0,80.0
E05179,Data,26.0,15,67337.0,86.0
E05180,Data,35.0,0,40673.0,91.0
E05181,Analytics,29.0,14,81356.0,84.0
E05182,Data,24.0,5,53267.0,77.0
E05183,ML,25.0,12,68848.0,85.0
E05184,AI,30.0,10,71618.0,66.0
E05185,ML,27.0,2,40318.0,70.0
E05186,Software,25.0,4,43826.0,75.0
E05187,ML,36.0,6,61877.0,78.0
E05188,Analytics,22.0,0,59629.0,64.0
E05189,Software,40.0,6,52668.0,62.0
E05190,Analytics,29.0,8,43052.0,74.0
E05191,Analytics,28.0,9,58714.0,80.0
E05192,AI,27.0,1,45663.0,89.0
E05193,ML,34.0,11,63756.0,76.0
E05194,AI,39.0,5,35000.0,79.0
E05195,Software,27.0,8,62060.0,76.0
E05196,HR,39.0,14,74602.0,99.0
E05197,Data,39.0,7,48467.0,80.0
E05198,MLOps,39.0,9,65326.0,67.0
E05199,AI,33.0,14,87796.0,82.0
E05200,Analytics,22.0,11,63033.0,78.0
E05201,MLOps,27.0,6,62757.0,73.0
E05202,ML,31.0,2,42302.0,69.0
E05203,ML,37.0,6,40944.0,76.0
E05204,Data,22.0,11,44768.0,73.0
E05205,ML,33.0,6,55756.0,72.0
E05206,ML,33.0,2,40321.0,78.0
E05207,ML,22.0,0,35000.0,80.0
E05208,HR,31.0,14,69889.0,76.0
E05209,ML,29.0,3,35000.0,71.0
E05210,ML,30.0,11,71198.0,73.0
E05211,Data,36.0,13,61358.0,83.0
E05212,MLOps,22.0,10,61710.0,78.0
E05213,HR,36.0,0,35000.0,68.0
E05214,Software,23.0,3,35000.0,57.0
E05215,Data,35.0,1,45322.0,83.0
E05216,Data,27.0,6,50940.0,67.0
E05217,Data,31.0,13,102601.0,66.0
E05218,ML,26.0,0,35000.0,80.0
E05219,MLOps,40.0,6,74457.0,62.0
E05220,ML,25.0,5,50659.0,70.0
E05221,ML,29.0,9,56307.0,84.0
E05222,Analytics,38.0,0,35000.0,79.0
E05223,ML,29.0,10,49004.0,73.0
E05224,ML,22.0,0,35000.0,72.0
E05225,Data,25.0,6,44131.0,69.0
E05226,Data,26.0,2,35952.0,72.0
E05227,ML,23.0,5,41205.0,72.0
E05228,ML,39.0,10,75716.0,76.0
E05229,ML,37.0,13,60975.0,85.0
E05230,MLOps,38.0,3,35044.0,79.0
E05231,Software,32.0,6,49891.0,75.0
E05232,Software,28.0,14,67066.0,72.0
E05233,Data,38.0,15,91244.0,84.0
E05234,Data,37.0,8,47833.0,86.0
E05235,AI,35.0,8,55029.0,76.0
E05236,Analytics,24.0,7,51140.0,80.0
E05237,ML,38.0,15,75244.0,56.0
E05238,ML,34.0,6,78462.0,70.0
E05239,Data,35.0,6,67802.0,63.0
E05240,Analytics,38.0,7,61739.0,77.0
E05241,ML,27.0,13,77125.0,66.0
E05242,MLOps,30.0,3,65773.0,99.0
E05243,MLOps,28.0,0,35000.0,82.0
E05244,MLOps,25.0,6,49024.0,79.0
E05245,Data,31.0,7,54712.0,71.0
E05246,Analytics,32.0,0,35000.0,71.0
E05247,Data,27.0,8,62182.0,78.0
E05248,ML,36.0,6,53335.0,94.0
E05249,ML,27.0,10,38772.0,83.0
E05250,Software,38.0,6,55637.0,81.0
E05251,Data,35.0,0,40215.0,73.0
E05252,ML,29.0,0,40060.0,57.0
E05253,MLOps,35.0,9,53600.0,72.0
E05254,Software,27.0,9,44853.0,72.0
E05255,AI,33.0,3,57276.0,73.0
E05256,Software,35.0,12,66495.0,76.0
E05257,Analytics,25.0,7,50199.0,77.0
E05258,Data,26.0,3,36455.0,68.0
E05259,Data,24.0,6,58700.0,84.0
E05260,ML,26.0,7,66622.0,90.0
E05261,Analytics,35.0,1,42520.0,72.0
E05262,Analytics,25.0,14,81107.0,78.0
E05263,ML,38.0,5,45276.0,66.0
E05264,Software,28.0,14,71398.0,66.0
E05265,MLOps,27.0,4,42049.0,87.0
E05266,ML,30.0,4,51395.0,83.0
E05267,MLOps,34.0,2,35000.0,75.0
E05268,Software,35.0,3,50416.0,79.0
E05269,Software,34.0,10,72227.0,81.0
E05270,Data,24.0,3,51737.0,65.0
E05271,HR,38.0,1,35000.0,62.0
E05272,Software,30.0,9,51500.0,61.0
E05273,Software,38.0,11,68004.0,79.0
E05274,Software,34.0,13,68151.0,88.0
E05275,Data,23.0,8,51448.0,81.0
E05276,AI,32.0,3,40606.0,69.0
E05277,Analytics,37.0,14,84011.0,59.0
E05278,AI,36.0,10,54670.0,84.0
E05279,ML,35.0,15,100005.0,78.0
E05280,AI,38.0,11,74133.0,76.0
E05281,HR,32.0,5,44379.0,78.0
E05282,MLOps,26.0,2,49505.0,69.0
E05283,HR,22.0,10,54308.0,72.0
E05284,Data,39.0,1,39839.0,71.0
E05285,ML,34.0,13,79165.0,82.0
E05286,ML,38.0,1,45784.0,68.0
E05287,AI,37.0,4,45259.0,72.0
E05288,Analytics,28.0,7,43020.0,70.0
E05289,MLOps,25.0,15,79832.0,71.0
E05290,Analytics,37.0,4,61617.0,72.0
E05291,MLOps,38.0,5,41888.0,76.0
E05292,Data,31.0,5,41492.0,81.0
E05293,Software,26.0,2,38082.0,84.0
E05294,Analytics,37.0,15,86763.0,99.0
E05295,AI,37.0,7,42798.0,85.0
E05296,Analytics,36.0,5,42596.0,82.0
E05297,HR,32.0,11,55729.0,75.0
E05298,MLOps,40.0,5,66339.0,85.0
E05299,MLOps,39.0,15,68740.0,92.0
E05300,ML,26.0,11,69368.0,80.0
E05301,Analytics,27.0,1,35000.0,76.0
E05302,Analytics,35.0,15,84557.0,82.0
E05303,AI,24.0,3,55339.0,91.0
E05304,MLOps,22.0,10,62870.0,70.0
E05305,ML,31.0,0,44023.0,88.0
E05306,Analytics,39.0,12,77860.0,83.0
E05307,HR,38.0,13,76801.0,72.0
E05308,MLOps,25.0,3,54462.0,73.0
E05309,ML,26.0,3,70871.0,79.0
E05310,MLOps,29.0,2,55752.0,69.0
E05311,Data,39.0,2,35000.0,87.0
E05312,MLOps,38.0,15,63426.0,84.0
E05313,MLOps,39.0,8,57859.0,64.0
E05314,Analytics,31.0,15,55626.0,84.0
E05315,MLOps,23.0,1,36146.0,77.0
E05316,Data,34.0,5,35000.0,79.0
E05317,ML,39.0,12,72848.0,83.0
E05318,Software,28.0,12,75548.0,79.0
E05319,Data,26.0,10,63110.0,81.0
E05320,MLOps,32.0,4,42737.0,70.0
E05321,ML,26.0,3,35417.0,89.0
E05322,Analytics,38.0,0,36040.0,81.0
E05323,Software,29.0,14,62356.0,67.0
E05324,ML,38.0,11,57035.0,83.0
E05325,ML,33.0,10,69955.0,61.0
E05326,ML,30.0,8,54683.0,62.0
E05327,Analytics,30.0,8,53274.0,90.0
E05328,HR,35.0,0,46332.0,88.0
E05329,Data,26.0,3,43348.0,74.0
E05330,MLOps,30.0,6,47195.0,81.0
E05331,AI,38.0,6,60978.0,79.0
E05332,AI,39.0,9,51102.0,75.0
E05333,MLOps,22.0,5,35000.0,68.0
E05334,ML,35.0,6,69310.0,64.0
E05335,MLOps,37.0,3,35000.0,84.0
E05336,AI,30.0,0,54863.0,72.0
E05337,AI,26.0,13,67190.0,62.0
E05338,Analytics,31.0,14,54288.0,75.0
E05339,Software,39.0,12,59708.0,74.0
E05340,MLOps,25.0,14,81369.0,99.0
E05341,MLOps,28.0,9,80594.0,72.0
E05342,ML,39.0,14,87665.0,79.0
E05343,Software,34.0,6,65079.0,78.0
E05344,Analytics,26.0,11,52758.0,77.0
E05345,MLOps,34.0,4,56777.0,71.0
E05346,ML,25.0,14,74091.0,79.0
E05347,AI,35.0,11,88989.0,70.0
E05348,AI,30.0,13,79428.0,84.0
E05349,Analytics,38.0,0,39606.0,75.0
E05350,ML,35.0,8,42305.0,69.0
E05351,Software,24.0,9,69554.0,85.0
E05352,AI,34.0,8,51600.0,80.0
E05353,Analytics,34.0,7,64075.0,73.0
E05354,Analytics,26.0,9,59685.0,86.0
E05355,Software,31.0,3,37944.0,77.0
E05356,HR,27.0,4,53092.0,83.0
E05357,Analytics,36.0,15,81855.0,71.0
E05358,Data,26.0,1,35000.0,74.0
E05359,MLOps,29.0,14,95164.0,84.0
E05360,Software,33.0,14,74491.0,75.0
E05361,Analytics,22.0,8,69307.0,73.0
E05362,ML,40.0,7,54574.0,86.0
E05363,ML,22.0,13,63448.0,88.0
E05364,Software,38.0,1,35623.0,76.0
E05365,Software,34.0,12,77634.0,64.0
E05366,HR,31.0,15,108954.0,87.0
E05367,Data,31.0,5,62147.0,57.0
E05368,AI,29.0,12,64464.0,78.0
E05369,Software,35.0,7,37783.0,89.0
E05370,MLOps,29.0,10,65335.0,71.0
E05371,ML,32.0,15,80661.0,83.0
E05372,HR,37.0,15,91859.0,66.0
E05373,ML,34.0,6,68846.0,73.0
E05374,Analytics,34.0,13,81540.0,86.0
E05375,Analytics,32.0,4,58399.0,76.0
E05376,AI,22.0,1,35600.0,55.0
E05377,MLOps,23.0,11,78342.0,73.0
E05378,AI,23.0,11,71805.0,61.0
E05379,ML,27.0,6,77022.0,74.0
E05380,Software,31.0,1,40735.0,69.0
E05381,ML,26.0,0,35000.0,55.0
