Employee_ID,Department,Age,Experience_Years,Salary,Performance_Score
E05050,HR,31,13,74469,91
E05051,MLOps,36,1,39474,72
E05052,Data,36,11,62702,77
E05053,Analytics,23,0,58381,87
E05054,ML,37,2,35485,77
E05055,Software,22,9,67202,73
E05056,MLOps,31,8,53278,88
E05057,Analytics,26,13,79501,85
E05058,Analytics,28,10,47089,96
E05059,Analytics,30,0,52959,85
E05060,ML,32,13,77853,78
E05061,ML,22,5,43471,77
E05062,ML,24,2,36003,75
E05063,MLOps,35,6,43970,68
E05064,ML,23,1,35000,78
E05065,HR,26,4,46576,87
E05066,Data,37,4,40085,85
E05067,Analytics,26,14,85641,71
E05068,MLOps,24,3,70494,70
E05069,MLOps,31,8,56138,85
E05070,Data,29,2,35000,69
E05071,MLOps,24,1,35000,68
E05072,MLOps,29,14,75565,70
E05073,Data,38,6,61908,74
E05074,Data,40,15,71320,88
E05075,HR,23,3,35534,76
E05076,MLOps,35,10,56225,73
E05077,Data,35,0,35000,86
E05078,ML,36,12,49449,71
E05079,MLOps,36,13,74849,69
E05080,AI,34,8,41446,74
E05081,ML,38,11,64177,74
E05082,Analytics,27,9,69658,79
E05083,Data,24,8,47831,96
E05084,ML,28,13,87556,67
E05085,HR,25,12,62054,74
E05086,Data,25,14,58560,84
E05087,AI,22,3,38826,83
E05088,Data,32,5,53935,94
E05089,HR,37,1,47443,84
E05090,MLOps,23,12,75394,74
E05091,Data,34,6,74019,75
E05092,AI,39,0,37199,68
E05093,MLOps,31,15,73525,77
E05094,MLOps,25,1,37226,81
E05095,HR,34,15,64284,77
E05096,Analytics,26,4,56933,74
E05097,AI,24,9,45274,82
E05098,Analytics,31,7,43471,84
E05099,Software,22,7,54262,83
E05100,Software,28,3,35000,85
E05101,Analytics,36,7,60375,78
E05102,MLOps,25,13,77390,68
E05103,ML,31,5,58615,72
E05104,Analytics,40,8,65851,73
E05105,Software,26,14,79620,79
E05106,Data,27,6,51957,85
E05107,ML,35,15,88364,80
E05108,MLOps,36,12,70948,68
E05109,Data,31,9,78755,83
E05110,Software,35,11,78692,80
E05111,ML,33,12,67693,81
E05112,Analytics,26,12,85215,97
E05113,AI,37,4,65013,98
E05114,HR,27,5,75408,81
E05115,ML,34,14,90596,76
E05116,HR,32,5,37168,83
E05117,Analytics,32,11,56498,55
E05118,AI,38,4,35000,63
E05119,ML,39,5,62059,87
E05120,Data,36,12,101482,72
E05121,Analytics,33,10,69383,72
E05122,MLOps,27,6,53508,86
E05123,Data,35,9,68030,78
E05124,Analytics,22,1,44826,76
E05125,Analytics,23,4,62188,79
E05126,ML,33,8,51965,84
E05127,Data,27,13,79486,91
E05128,ML,31,3,53814,63
E05129,Software,39,6,56035,81
E05130,HR,28,9,43247,89
E05131,MLOps,30,4,35000,57
E05132,ML,34,8,42437,82
E05133,ML,36,11,81301,76
E05134,Data,40,4,65890,64
E05135,Software,28,3,35000,73
E05136,Data,39,14,86770,94
E05137,ML,26,11,43570,60
E05138,ML,34,7,48564,83
E05139,MLOps,23,5,54433,66
E05140,Software,40,8,69071,95
E05141,Analytics,36,13,65882,99
E05142,Analytics,29,11,66734,69
E05143,MLOps,39,8,58162,75
E05144,HR,23,10,48981,84
E05145,MLOps,28,2,53604,87
E05146,Software,30,0,37318,80
E05147,Software,34,11,58429,63
E05148,Data,34,7,55228,68
E05149,Software,23,14,90192,78
E05150,MLOps,37,14,67341,72
E05151,Analytics,24,15,66206,78
E05152,ML,39,14,63723,66
E05153,Data,29,9,90820,67
E05154,ML,31,2,51666,64
E05155,ML,29,10,53260,82
E05156,ML,29,4,48350,83
E05157,MLOps,30,13,77040,77
E05158,Analytics,27,4,47691,60
E05159,Data,39,14,70152,80
E05160,MLOps,33,14,60257,76
E05161,HR,30,7,47290,88
E05162,HR,35,15,73836,77
E05163,ML,23,6,62932,67
E05164,Data,34,7,58046,77
E05165,Analytics,25,14,83675,72
E05166,AI,25,11,54488,71
E05167,MLOps,34,2,37988,71
E05168,AI,30,2,53644,72
E05169,ML,25,8,43703,74
E05170,MLOps,23,10,85286,72
E05171,AI,33,9,63363,83
E05172,Analytics,31,0,42771,64
E05173,Software,26,2,35000,76
E05174,ML,26,1,46667,70
E05175,ML,36,12,60571,71
E05176,ML,38,6,53897,84
E05177,ML,39,6,38638,83
E05178,ML,37,13,86058,80
E05179,Data,26,15,67337,86
E05180,Data,35,0,40673,91
E05181,Analytics,29,14,81356,84
E05182,Data,24,5,53267,77
E05183,ML,25,12,68848,85
E05184,AI,30,10,71618,66
E05185,ML,27,2,40318,70
E05186,Software,25,4,43826,75
E05187,ML,36,6,61877,78
E05188,Analytics,22,0,59629,64
E05189,Software,40,6,52668,62
E05190,Analytics,29,8,43052,74
E05191,Analytics,28,9,58714,80
E05192,AI,27,1,45663,89
E05193,ML,34,11,63756,76
E05194,AI,39,5,35000,79
E05195,Software,27,8,62060,76
E05196,HR,39,14,74602,99
E05197,Data,39,7,48467,80
E05198,MLOps,39,9,65326,67
E05199,AI,33,14,87796,82
E05200,Analytics,22,11,63033,78
E05201,MLOps,27,6,62757,73
E05202,ML,31,2,42302,69
E05203,ML,37,6,40944,76
E05204,Data,22,11,44768,73
E05205,ML,33,6,55756,72
E05206,ML,33,2,40321,78
E05207,ML,22,0,35000,80
E05208,HR,31,14,69889,76
E05209,ML,29,3,35000,71
E05210,ML,30,11,71198,73
E05211,Data,36,13,61358,83
E05212,MLOps,22,10,61710,78
E05213,HR,36,0,35000,68
E05214,Software,23,3,35000,57
E05215,Data,35,1,45322,83
E05216,Data,27,6,50940,67
E05217,Data,31,13,102601,66
E05218,ML,26,0,35000,80
E05219,MLOps,40,6,74457,62
E05220,ML,25,5,50659,70
E05221,ML,29,9,56307,84
E05222,Analytics,38,0,35000,79
E05223,ML,29,10,49004,73
E05224,ML,22,0,35000,72
E05225,Data,25,6,44131,69
E05226,Data,26,2,35952,72
E05227,ML,23,5,41205,72
E05228,ML,39,10,75716,76
E05229,ML,37,13,60975,85
E05230,MLOps,38,3,35044,79
E05231,Software,32,6,49891,75
E05232,Software,28,14,67066,72
E05233,Data,38,15,91244,84
E05234,Data,37,8,47833,86
E05235,AI,35,8,55029,76
E05236,Analytics,24,7,51140,80
E05237,ML,38,15,75244,56
E05238,ML,34,6,78462,70
E05239,Data,35,6,67802,63
E05240,Analytics,38,7,61739,77
E05241,ML,27,13,77125,66
E05242,MLOps,30,3,65773,99
E05243,MLOps,28,0,35000,82
E05244,MLOps,25,6,49024,79
E05245,Data,31,7,54712,71
E05246,Analytics,32,0,35000,71
E05247,Data,27,8,62182,78
E05248,ML,36,6,53335,94
E05249,ML,27,10,38772,83
E05250,Software,38,6,55637,81
E05251,Data,35,0,40215,73
E05252,ML,29,0,40060,57
E05253,MLOps,35,9,53600,72
E05254,Software,27,9,44853,72
E05255,AI,33,3,57276,73
E05256,Software,35,12,66495,76
E05257,Analytics,25,7,50199,77
E05258,Data,26,3,36455,68
E05259,Data,24,6,58700,84
E05260,ML,26,7,66622,90
E05261,Analytics,35,1,42520,72
E05262,Analytics,25,14,81107,78
E05263,ML,38,5,45276,66
E05264,Software,28,14,71398,66
E05265,MLOps,27,4,42049,87
E05266,ML,30,4,51395,83
E05267,MLOps,34,2,35000,75
E05268,Software,35,3,50416,79
E05269,Software,34,10,72227,81
E05270,Data,24,3,51737,65
E05271,HR,38,1,35000,62
E05272,Software,30,9,51500,61
E05273,Software,38,11,68004,79
E05274,Software,34,13,68151,88
E05275,Data,23,8,51448,81
E05276,AI,32,3,40606,69
E05277,Analytics,37,14,84011,59
E05278,AI,36,10,54670,84
E05279,ML,35,15,100005,78
E05280,AI,38,11,74133,76
E05281,HR,32,5,44379,78
E05282,MLOps,26,2,49505,69
E05283,HR,22,10,54308,72
E05284,Data,39,1,39839,71
E05285,ML,34,13,79165,82
E05286,ML,38,1,45784,68
E05287,AI,37,4,45259,72
E05288,Analytics,28,7,43020,70
E05289,MLOps,25,15,79832,71
E05290,Analytics,37,4,61617,72
E05291,MLOps,38,5,41888,76
E05292,Data,31,5,41492,81
E05293,Software,26,2,38082,84
E05294,Analytics,37,15,86763,99
E05295,AI,37,7,42798,85
E05296,Analytics,36,5,42596,82
E05297,HR,32,11,55729,75
E05298,MLOps,40,5,66339,85
E05299,MLOps,39,15,68740,92
E05300,ML,26,11,69368,80
E05301,Analytics,27,1,35000,76
E05302,Analytics,35,15,84557,82
E05303,AI,24,3,55339,91
E05304,MLOps,22,10,62870,70
E05305,ML,31,0,44023,88
E05306,Analytics,39,12,77860,83
E05307,HR,38,13,76801,72
E05308,MLOps,25,3,54462,73
E05309,ML,26,3,70871,79
E05310,MLOps,29,2,55752,69
E05311,Data,39,2,35000,87
E05312,MLOps,38,15,63426,84
E05313,MLOps,39,8,57859,64
E05314,Analytics,31,15,55626,84
E05315,MLOps,23,1,36146,77
E05316,Data,34,5,35000,79
E05317,ML,39,12,72848,83
E05318,Software,28,12,75548,79
E05319,Data,26,10,63110,81
E05320,MLOps,32,4,42737,70
E05321,ML,26,3,35417,89
E05322,Analytics,38,0,36040,81
E05323,Software,29,14,62356,67
E05324,ML,38,11,57035,83
E05325,ML,33,10,69955,61
E05326,ML,30,8,54683,62
E05327,Analytics,30,8,53274,90
E05328,HR,35,0,46332,88
E05329,Data,26,3,43348,74
E05330,MLOps,30,6,47195,81
E05331,AI,38,6,60978,79
E05332,AI,39,9,51102,75
E05333,MLOps,22,5,35000,68
E05334,ML,35,6,69310,64
E05335,MLOps,37,3,35000,84
E05336,AI,30,0,54863,72
E05337,AI,26,13,67190,62
E05338,Analytics,31,14,54288,75
E05339,Software,39,12,59708,74
E05340,MLOps,25,14,81369,99
E05341,MLOps,28,9,80594,72
E05342,ML,39,14,87665,79
E05343,Software,34,6,65079,78
E05344,Analytics,26,11,52758,77
E05345,MLOps,34,4,56777,71
E05346,ML,25,14,74091,79
E05347,AI,35,11,88989,70
E05348,AI,30,13,79428,84
E05349,Analytics,38,0,39606,75
E05350,ML,35,8,42305,69
E05351,Software,24,9,69554,85
E05352,AI,34,8,51600,80
E05353,Analytics,34,7,64075,73
E05354,Analytics,26,9,59685,86
E05355,Software,31,3,37944,77
E05356,HR,27,4,53092,83
E05357,Analytics,36,15,81855,71
E05358,Data,26,1,35000,74
E05359,MLOps,29,14,95164,84
E05360,Software,33,14,74491,75
E05361,Analytics,22,8,69307,73
E05362,ML,40,7,54574,86
E05363,ML,22,13,63448,88
E05364,Software,38,1,35623,76
E05365,Software,34,12,77634,64
E05366,HR,31,15,108954,87
E05367,Data,31,5,62147,57
E05368,AI,29,12,64464,78
E05369,Software,35,7,37783,89
E05370,MLOps,29,10,65335,71
E05371,ML,32,15,80661,83
E05372,HR,37,15,91859,66
E05373,ML,34,6,68846,73
E05374,Analytics,34,13,81540,86
E05375,Analytics,32,4,58399,76
E05376,AI,22,1,35600,55
E05377,MLOps,23,11,78342,73
E05378,AI,23,11,71805,61
E05379,ML,27,6,77022,74
E05380,Software,31,1,40735,69
E05381,ML,26,0,35000,55
E05382,AI,32,12,80222,70
E05383,AI,38,1,56303,65
E05384,ML,40,4,56781,77
E05385,MLOps,34,4,52217,69
E05386,AI,24,5,49453,78
E05387,ML,36,2,35000,81
E05388,ML,37,13,88208,90
E05389,Data,36,7,70239,78
E05390,HR,39,2,35000,80
E05391,Analytics,22,11,57807,75
E05392,Data,29,15,88620,69
E05393,HR,33,2,35009,80
E05394,Data,25,2,47691,77
E05395,Data,29,15,68110,78
E05396,Data,26,0,35000,74
E05397,MLOps,26,9,48204,74
E05398,MLOps,34,0,35000,70
E05399,AI,34,1,37976,75
E05400,ML,23,12,56470,69
E05401,AI,34,2,35000,87
E05402,ML,38,7,50834,78
E05403,Data,22,9,57848,55
E05404,ML,36,8,49714,87
E05405,Analytics,35,8,66153,88
E05406,AI,37,13,68908,75
E05407,MLOps,40,8,60832,73
E05408,ML,36,8,63898,87
E05409,MLOps,28,12,60210,88
E05410,Software,24,15,86282,62
E05411,MLOps,39,1,39860,82
E05412,AI,35,0,35988,86
E05413,MLOps,30,1,35000,70
E05414,ML,33,2,51829,67
E05415,AI,32,0,35000,81
E05416,Data,22,12,69260,95
E05417,ML,26,7,45746,89
E05418,HR,27,14,71840,84
E05419,ML,33,5,35000,75
E05420,MLOps,30,11,59324,77
E05421,Data,30,7,42542,76
E05422,Data,32,4,35000,73
E05423,AI,38,12,77177,71
E05424,ML,25,13,65221,83
E05425,HR,24,2,38320,63
E05426,Analytics,32,3,48121,83
E05427,HR,38,11,71190,72
E05428,Software,40,7,54035,81
E05429,HR,28,8,50537,70
E05430,Analytics,28,12,66068,62
E05431,MLOps,37,11,70054,90
E05432,Data,24,6,65410,85
E05433,Analytics,28,10,36895,74
E05434,Data,30,13,78514,96
E05435,AI,27,2,35000,90
E05436,ML,30,9,55596,82
E05437,Software,40,7,53208,63
E05438,ML,39,13,72455,65
E05439,HR,29,4,39218,77
E05440,ML,30,3,57573,85
E05441,ML,39,12,77578,92
E05442,Software,26,10,59297,79
E05443,Software,32,3,62707,83
E05444,AI,26,10,56225,87
E05445,HR,34,4,37445,61
E05446,MLOps,22,6,53978,71
E05447,Software,26,15,72774,81
E05448,MLOps,36,6,57487,81
E05449,Analytics,35,14,73141,67
E05450,Data,27,14,80686,83
E05451,ML,25,10,53945,84
E05452,Analytics,36,3,65379,78
E05453,AI,40,10,58714,83
E05454,ML,32,1,54880,78
E05455,HR,35,11,51486,81
E05456,Analytics,35,8,80261,74
E05457,ML,39,15,78169,71
E05458,Analytics,25,14,73851,75
E05459,ML,32,2,35000,78
E05460,ML,24,15,63764,58
E05461,AI,28,9,50072,66
E05462,ML,29,14,63168,70
E05463,ML,39,13,81032,63
E05464,AI,28,12,65230,76
E05465,ML,22,11,67494,55
E05466,Software,31,1,39854,79
E05467,Software,30,2,35000,72
E05468,ML,36,9,57868,78
E05469,Data,22,15,104164,87
E05470,ML,39,10,77266,84
E05471,Analytics,36,10,70088,66
E05472,ML,33,7,57057,68
E05473,HR,38,7,72502,69
E05474,ML,26,13,80537,99
E05475,AI,29,9,59550,61
E05476,ML,27,15,83761,74
E05477,ML,27,15,89197,87
E05478,Data,39,15,94570,76
E05479,Analytics,39,4,35000,73
E05480,HR,25,0,36034,88
E05481,ML,26,13,85126,61
E05482,ML,23,0,35000,80
E05483,MLOps,24,10,62155,70
E05484,MLOps,39,0,54197,77
E05485,Software,25,15,82301,87
E05486,Software,22,4,37490,70
E05487,Software,38,15,62392,76
E05488,ML,36,11,66147,86
E05489,Data,35,0,35000,61
E05490,AI,24,9,76630,83
E05491,MLOps,22,0,35000,70
E05492,Analytics,34,7,66247,85
E05493,MLOps,32,11,67255,75
E05494,MLOps,25,11,62027,72
E05495,Software,30,8,55043,78
E05496,MLOps,39,4,61585,86
E05497,HR,39,8,68003,72
E05498,MLOps,22,15,82207,73
E05499,ML,22,8,51261,87
E05500,MLOps,27,3,52419,75
E05501,ML,36,12,72012,74
E05502,Data,36,5,44555,73
E05503,ML,31,14,65565,86
E05504,Analytics,32,13,66783,84
E05505,Software,30,0,35000,66
E05506,MLOps,30,12,60754,72
E05507,ML,24,12,103043,85
E05508,Data,30,2,35000,80
E05509,AI,40,2,51314,55
E05510,Analytics,31,0,40635,77
E05511,ML,33,5,35000,74
E05512,Analytics,40,10,74652,86
E05513,Data,22,15,104777,92
E05514,MLOps,34,11,67718,73
E05515,ML,26,9,73006,99
E05516,HR,31,14,75111,61
E05517,ML,22,0,39882,74
E05518,ML,28,0,35000,75
E05519,ML,32,1,37984,81
E05520,Analytics,31,13,74104,85
E05521,Data,29,4,41670,86
E05522,MLOps,39,5,67514,83
E05523,Data,26,7,55373,79
E05524,AI,26,5,48111,74
E05525,MLOps,32,15,75520,67
E05526,Software,28,10,59751,74
E05527,MLOps,27,11,66229,75
E05528,ML,23,13,70527,65
E05529,HR,31,10,70249,84
E05530,Software,33,6,59613,69
E05531,MLOps,32,7,73468,81
E05532,Software,36,0,35000,78
E05533,Data,34,5,37975,65
E05534,MLOps,34,10,66920,68
E05535,Software,27,4,49217,70
E05536,AI,37,8,70265,72
E05537,MLOps,38,7,39380,89
E05538,Analytics,36,15,79087,79
E05539,MLOps,23,15,93848,71
E05540,ML,40,8,69639,82
E05541,HR,32,4,61139,89
E05542,Analytics,30,10,60730,72
E05543,Analytics,26,14,50530,76
E05544,Analytics,23,13,76977,71
E05545,Analytics,37,6,58601,81
E05546,MLOps,32,4,39053,80
E05547,HR,39,9,66251,79
E05548,Analytics,36,0,36381,76
E05549,AI,37,6,35271,65
E05550,Data,29,11,80376,63
E05551,MLOps,29,8,40853,76
E05552,ML,30,10,73480,66
E05553,MLOps,22,8,48250,78
E05554,ML,36,14,79126,64
E05555,Analytics,39,10,66147,72
E05556,Software,22,3,45109,71
E05557,MLOps,38,14,90021,55
E05558,MLOps,34,6,63136,68
E05559,AI,32,1,35000,78
E05560,ML,35,0,35636,89
E05561,HR,22,9,69207,90
E05562,MLOps,40,11,74510,79
E05563,ML,38,3,50459,78
E05564,ML,35,3,44723,84
E05565,HR,28,5,60329,67
E05566,MLOps,24,8,68358,63
E05567,Analytics,27,0,39261,67
E05568,ML,31,8,56462,73
E05569,ML,40,1,57810,80
E05570,Software,29,6,49315,65
E05571,ML,35,6,42393,80
E05572,ML,29,0,35000,72
E05573,Data,23,0,37043,66
E05574,Software,36,9,58315,86
E05575,MLOps,28,5,39994,84
E05576,ML,33,8,57670,79
E05577,HR,28,2,54475,87
E05578,AI,35,3,35000,76
E05579,Software,37,5,51738,74
E05580,AI,36,10,51494,74
E05581,AI,39,6,39743,65
E05582,Data,35,15,60054,76
E05583,MLOps,32,14,77017,75
E05584,AI,36,14,55899,71
E05585,AI,34,2,42565,67
E05586,HR,26,14,75256,84
E05587,Analytics,27,0,40352,80
E05588,MLOps,23,12,45350,82
E05589,Data,36,8,38541,68
E05590,Analytics,25,12,66063,85
E05591,Data,23,7,55667,80
E05592,Software,37,11,79737,71
E05593,Analytics,22,5,47925,77
E05594,ML,40,6,43059,57
E05595,Analytics,26,14,90538,91
E05596,Analytics,39,3,36360,76
E05597,Software,34,9,43945,67
E05598,Data,22,12,74929,85
E05599,Analytics,36,3,44133,64
E05600,Data,40,9,72179,78
E05601,Analytics,39,8,46353,80
E05602,ML,38,12,71531,82
E05603,Software,26,10,56823,73
E05604,Software,25,15,82964,75
E05605,Analytics,27,8,50527,88
E05606,Analytics,32,6,53152,78
E05607,ML,36,9,75816,82
E05608,Analytics,40,14,77751,69
E05609,Data,31,0,35000,77
E05610,AI,30,1,54944,73
E05611,ML,38,2,39357,60
E05612,AI,40,4,49795,70
E05613,MLOps,30,9,72135,75
E05614,Analytics,32,7,53827,82
E05615,Analytics,26,9,60516,58
E05616,MLOps,28,15,78413,87
E05617,Data,36,0,38746,95
E05618,Software,25,15,108985,79
E05619,Analytics,27,4,60954,70
E05620,ML,23,8,71185,72
E05621,Data,26,2,35000,62
E05622,MLOps,35,9,56904,72
E05623,Analytics,38,3,50923,59
E05624,Analytics,28,7,35000,74
E05625,ML,39,3,35000,99
E05626,Analytics,29,14,91392,83
E05627,AI,27,9,74640,70
E05628,AI,39,13,77372,60
E05629,ML,31,14,85492,73
E05630,MLOps,25,4,73376,83
E05631,Data,26,7,52972,76
E05632,ML,29,1,63774,81
E05633,Data,24,15,85709,92
E05634,ML,39,1,35718,82
E05635,ML,33,2,58205,79
E05636,Analytics,39,14,67723,74
E05637,MLOps,26,6,53685,66
E05638,AI,37,11,65391,81
E05639,ML,34,10,84008,86
E05640,Analytics,29,2,36470,59
E05641,Data,28,10,62033,86
E05642,Software,24,11,67248,85
E05643,AI,37,1,35000,62
E05644,Data,36,6,68031,75
E05645,Analytics,32,1,37624,78
E05646,MLOps,37,9,57051,73
E05647,Analytics,33,1,47917,89
E05648,ML,35,9,59292,88
E05649,Data,40,11,72325,72
E05650,ML,28,10,54360,71
E05651,Software,34,1,35000,79
E05652,Data,34,4,50225,79
E05653,Analytics,39,14,69948,69
E05654,MLOps,35,14,57894,71
E05655,MLOps,27,1,55136,63
E05656,ML,38,14,59966,77
E05657,Software,37,1,48257,70
E05658,Software,24,0,35000,65
E05659,ML,36,2,54392,76
E05660,AI,27,10,65596,89
E05661,Data,27,15,78710,62
E05662,ML,29,8,64680,74
E05663,Data,27,3,44477,70
E05664,ML,37,8,61685,72
E05665,ML,25,7,54910,80
E05666,AI,38,1,48618,69
E05667,MLOps,23,5,42118,73
E05668,Software,27,8,75959,74
E05669,Analytics,30,12,75517,84
E05670,Software,31,11,81239,69
E05671,Analytics,38,2,35000,79
E05672,Software,33,0,59035,80
E05673,MLOps,32,15,87460,81
E05674,Analytics,25,6,76399,65
E05675,Data,22,5,46016,78
E05676,Software,37,9,49537,80
E05677,ML,32,3,42535,69
E05678,Analytics,30,2,50835,83
E05679,AI,31,9,77301,79
E05680,Data,38,15,73330,78
E05681,Software,30,6,66288,76
E05682,Data,32,11,72634,81
E05683,ML,31,7,67687,69
E05684,Analytics,37,10,51791,71
E05685,Data,26,11,59029,80
E05686,ML,22,7,40559,85
E05687,ML,40,7,55897,75
E05688,ML,30,1,49999,68
E05689,AI,32,12,86461,77
E05690,Software,29,14,69065,83
E05691,Analytics,27,0,40365,79
E05692,ML,25,0,40239,88
E05693,Analytics,34,10,44222,84
E05694,Software,32,12,74697,85
E05695,AI,33,8,36990,80
E05696,MLOps,36,2,39776,78
E05697,ML,27,11,60211,62
E05698,Software,31,11,75129,77
E05699,Software,33,8,67579,80
E05700,ML,37,7,72552,69
E05701,Software,23,8,59883,71
E05702,ML,27,7,59957,76
E05703,ML,25,13,63867,63
E05704,AI,27,15,72730,88
E05705,Analytics,39,11,61731,60
E05706,Data,25,15,78456,66
E05707,Software,36,14,101378,81
E05708,Software,36,0,36640,89
E05709,ML,36,6,69246,83
E05710,Analytics,24,14,84174,87
E05711,AI,23,6,62746,77
E05712,Analytics,24,0,37288,73
E05713,HR,37,1,36633,66
E05714,AI,22,9,64070,79
E05715,ML,35,13,64585,91
E05716,ML,29,13,66968,65
E05717,Software,40,14,76924,80
E05718,HR,30,5,51295,77
E05719,ML,30,14,52849,96
E05720,ML,30,11,55802,83
E05721,AI,37,3,51267,76
E05722,ML,36,9,70946,87
E05723,ML,40,0,35000,71
E05724,Software,29,7,58128,89
E05725,Software,37,3,85126,61
E05726,Software,22,13,87688,72
E05727,Analytics,33,2,35000,75
E05728,MLOps,33,10,66984,93
E05729,Software,22,8,61481,65
E05730,MLOps,25,12,68599,83
E05731,MLOps,40,4,58999,78
E05732,Software,22,1,51762,64
E05733,AI,31,10,58550,74
E05734,Software,36,3,51636,80
E05735,ML,40,11,59443,72
E05736,HR,26,9,60613,79
E05737,Analytics,33,6,72277,78
E05738,Analytics,36,13,62908,78
E05739,Software,39,3,53964,84
E05740,Data,34,12,55550,59
E05741,AI,26,10,57814,60
E05742,Analytics,38,7,48009,63
E05743,AI,39,8,48573,75
E05744,Software,28,13,57105,72
E05745,AI,31,6,37529,79
E05746,ML,34,14,55139,76
E05747,ML,37,15,70069,70
E05748,HR,32,9,50916,83
E05749,HR,36,7,55418,78
E05750,HR,36,2,57055,67
E05751,ML,25,6,58841,73
E05752,Data,28,9,65782,77
E05753,AI,38,5,41475,99
E05754,AI,33,5,55481,79
E05755,ML,25,0,42105,64
E05756,Analytics,32,5,42396,86
E05757,ML,26,5,62643,83
E05758,Data,22,14,72728,87
E05759,MLOps,30,1,35000,61
E05760,ML,22,15,84210,73
E05761,ML,40,9,46324,64
E05762,Software,39,11,61345,86
E05763,AI,26,10,63070,70
E05764,HR,34,5,42238,55
E05765,Data,29,11,73668,88
E05766,Data,33,4,37162,83
E05767,MLOps,31,4,39651,67
E05768,Analytics,36,0,45610,78
E05769,MLOps,36,15,79502,81
E05770,AI,22,0,43289,69
E05771,Software,38,6,59427,91
E05772,Software,26,1,58811,82
E05773,MLOps,34,15,74085,69
E05774,Data,34,10,49482,69
E05775,MLOps,34,9,42105,75
E05776,ML,35,3,36451,70
E05777,AI,24,14,89420,78
E05778,Analytics,33,1,45455,68
E05779,AI,29,6,50526,82
E05780,ML,29,15,105655,77
E05781,HR,24,5,35000,69
E05782,HR,33,11,79618,85
E05783,Data,28,0,35000,73
E05784,Software,35,9,82915,87
E05785,MLOps,31,10,60069,68
E05786,AI,29,8,71842,88
E05787,Software,31,9,59525,76
E05788,Software,32,15,110238,79
E05789,Software,34,11,70674,86
E05790,Data,23,9,62015,59
E05791,Software,37,1,42006,87
E05792,AI,25,0,43303,94
E05793,ML,26,0,54251,59
E05794,ML,36,9,79665,83
E05795,AI,22,8,35164,64
E05796,Analytics,29,6,49753,76
E05797,Data,34,11,60462,80
E05798,Software,36,15,89129,83
E05799,Analytics,38,4,40028,72
E05800,Data,34,7,80004,67
E05801,Data,26,0,35000,89
E05802,Analytics,28,12,53235,56
E05803,AI,22,0,37184,74
E05804,Analytics,36,13,83070,79
E05805,Data,22,12,59073,80
E05806,AI,24,0,50208,91
E05807,AI,40,15,72437,64
E05808,Software,25,15,75796,75
E05809,ML,27,5,51387,72
E05810,AI,29,8,52112,76
E05811,Data,24,12,94510,82
E05812,ML,34,13,58334,99
E05813,AI,27,0,35000,82
E05814,AI,27,10,56221,87
E05815,Data,32,2,35000,84
E05816,Software,28,7,36850,90
E05817,MLOps,26,15,83046,64
E05818,ML,38,4,35000,81
E05819,MLOps,33,8,57322,62
E05820,Data,39,3,38030,94
E05821,AI,28,15,96399,80
E05822,Software,39,11,52818,79
E05823,AI,38,3,49193,80
E05824,ML,22,1,37215,59
E05825,MLOps,24,12,62782,56
E05826,ML,37,3,42738,72
E05827,AI,27,12,75795,70
E05828,MLOps,36,8,40707,74
E05829,Data,30,14,79016,73
E05830,Software,26,3,44227,78
E05831,AI,26,4,56729,79
E05832,MLOps,26,8,64163,80
E05833,MLOps,34,14,96718,75
E05834,Analytics,22,5,63303,82
E05835,Analytics,25,9,59306,68
E05836,ML,37,4,63813,91
E05837,Software,28,10,67420,78
E05838,Data,33,11,80809,71
E05839,Data,27,1,37191,77
E05840,ML,22,3,48595,67
E05841,Data,30,8,37828,67
E05842,MLOps,26,3,46501,78
E05843,MLOps,35,3,51162,68
E05844,Analytics,37,2,48257,89
E05845,Data,38,10,44447,69
E05846,Software,33,3,39510,82
E05847,HR,23,15,70446,70
E05848,ML,38,0,35000,83
E05849,ML,38,4,35000,82
E05850,AI,24,11,59196,57
E05851,HR,29,7,56907,84
E05852,Software,40,9,56399,80
E05853,ML,37,0,55229,78
E05854,MLOps,25,0,35000,75
E05855,ML,33,2,40100,73
E05856,Software,27,7,35466,57
E05857,Analytics,38,8,46923,75
E05858,Data,39,13,84049,76
E05859,Analytics,36,1,35000,73
E05860,MLOps,27,7,54564,67
E05861,Analytics,29,5,43409,87
E05862,ML,33,15,88172,80
E05863,Analytics,40,15,65545,73
E05864,AI,28,1,35000,60
E05865,AI,32,10,70061,69
E05866,MLOps,36,9,57990,73
E05867,Software,29,0,35000,85
E05868,AI,27,8,57899,76
E05869,ML,29,11,47544,73
E05870,ML,30,9,61136,82
E05871,Analytics,23,10,74967,83
E05872,MLOps,23,8,51592,77
E05873,ML,35,14,88921,84
E05874,ML,39,8,66776,82
E05875,ML,37,11,77673,84
E05876,Data,39,14,56528,77
E05877,Analytics,37,8,55358,69
E05878,ML,37,5,57315,73
E05879,AI,23,10,58079,83
E05880,MLOps,38,10,43245,89
E05881,MLOps,30,12,82657,85
E05882,MLOps,33,3,54500,75
E05883,AI,38,0,50778,83
E05884,HR,23,5,35000,70
E05885,Data,26,12,68025,87
E05886,ML,23,8,53257,91
E05887,MLOps,29,1,35000,84
E05888,ML,36,11,69477,67
E05889,Software,31,9,65211,68
