Customer_ID,Age,Annual_Income,Credit_Score,Account_Tenure_Years,Monthly_Spend,Support_Calls,Late_Payments,Login_Frequency,Churn
C04215,48,84503,608,5.7,354.76,1,0,21.0,0
C04181,47,62645,659,0.7,182.56,2,2,12.3,0
C04885,21,55969,729,3.1,185.95,1,0,4.0,0
C03164,33,62043,672,8.9,224.03,4,2,19.8,0
C00491,58,28496,642,6.7,118.37,0,0,7.4,0
C00863,25,39866,644,7.5,142.99,2,1,19.6,0
C01741,38,60993,720,7.4,257.94,0,0,11.5,0
C04100,34,54406,703,6.9,268.48,2,1,20.6,0
C04386,49,58085,526,8.5,226.26,4,1,1.0,0
C02448,46,42496,685,4.3,137.62,3,2,19.6,0
C04231,23,52940,683,4.4,205.9,0,0,20.5,0
C00507,42,50581,678,2.7,318.85,2,1,18.4,0
C02678,56,53757,736,9.2,60.26,3,0,26.5,0
C02996,46,35052,800,2.0,83.36,2,0,18.7,0
C01943,55,30565,707,0.8,221.53,3,2,27.6,0
C01223,59,28984,651,9.9,201.61,2,1,10.0,0
C01114,32,42605,645,4.3,298.52,1,0,19.4,0
C01906,30,37781,709,4.8,112.53,2,0,8.1,0
C03424,36,85267,549,8.3,147.41,0,3,18.9,0
C01878,56,56747,644,3.5,220.83,2,1,24.3,0
C04673,29,49598,731,3.3,212.79,4,0,7.9,0
C00434,26,60946,733,5.6,203.4,2,3,24.0,0
C02365,51,56008,633,6.5,108.48,3,0,17.5,0
C03155,23,80347,756,7.4,149.1,4,2,20.2,0
C02836,42,60743,619,3.2,161.09,1,1,13.2,0
C02093,53,38401,845,10.8,20.0,3,0,26.1,0
C03011,35,27160,745,6.3,258.68,2,0,20.1,0
C03163,27,58442,710,3.6,74.32,2,0,27.0,0
C02946,25,33661,666,8.1,231.65,4,2,17.8,0
C03917,23,51120,605,7.1,65.28,4,0,20.8,0
C02917,45,83854,620,4.6,257.39,3,0,30.5,0
C01103,57,43587,687,3.2,191.55,3,3,2.0,0
C01449,50,64412,721,8.8,222.4,2,0,14.9,1
C01721,24,37936,619,7.8,213.65,2,2,22.8,0
C04519,49,76867,625,2.8,205.71,1,2,21.9,0
C03843,43,56114,780,4.8,236.98,6,1,17.2,1
C00157,26,53682,740,6.7,209.44,0,1,9.3,0
C02979,32,65733,602,3.3,157.2,2,0,18.7,0
C01774,36,49203,645,9.8,142.48,3,0,7.4,0
C00616,46,57989,613,7.0,222.14,1,1,15.0,0
C00644,40,69541,652,6.8,221.45,2,2,22.6,0
C01936,27,59688,718,1.6,180.11,2,0,19.8,0
C04278,51,34047,611,3.8,155.27,2,1,18.7,0
C01069,34,60351,745,1.2,44.82,0,1,15.5,0
C04455,45,38998,756,8.4,135.24,2,0,17.3,0
C04155,30,68250,687,6.7,232.76,1,1,15.5,0
C04240,30,29171,639,7.1,123.91,3,1,20.9,0
C04869,57,47752,622,0.2,82.34,0,0,19.9,0
C00331,42,63339,850,3.2,222.19,1,1,15.0,0
C02058,50,66954,808,0.2,245.02,4,3,14.3,0
C02647,43,34897,695,2.9,259.65,1,0,26.1,1
C02192,37,39341,644,7.5,115.62,2,0,16.5,0
C00623,27,86151,724,1.6,175.74,1,0,20.6,0
C01596,27,52732,766,0.6,266.77,1,1,17.1,0
C02916,38,57064,624,4.2,69.49,2,1,21.0,0
C04822,48,64239,617,4.1,64.08,2,1,18.1,0
C03899,33,40219,706,2.8,20.0,1,2,22.6,0
C01920,42,69531,568,0.8,125.29,3,1,9.3,0
C04174,35,46148,685,6.4,184.37,2,2,18.4,0
C04478,35,70687,698,9.2,309.6,1,5,14.6,0
C00756,38,72452,561,2.3,146.61,0,1,15.1,1
C00519,40,55425,780,5.7,83.57,3,2,28.9,0
C03804,21,58617,623,7.9,154.08,2,1,5.1,0
C00033,24,66432,514,7.5,139.01,3,2,26.6,0
C02938,49,60690,813,4.8,159.45,2,1,20.6,0
C01158,55,76873,676,7.9,230.95,2,2,11.7,0
C00745,52,33669,722,1.2,197.8,0,2,8.7,0
C01498,52,65545,791,1.6,181.24,4,1,15.3,0
C03460,36,51404,622,3.5,149.13,2,1,17.1,0
C03756,33,42530,650,8.7,246.45,1,3,22.0,1
C02592,36,43433,631,13.5,258.89,0,0,11.6,0
C00784,25,33209,687,4.4,205.09,1,0,13.4,0
C03494,50,64166,819,3.7,176.27,2,2,8.6,0
C02950,41,64311,644,3.4,241.68,3,3,20.5,0
C00230,28,60482,590,3.3,190.12,3,1,11.3,0
C00858,23,69640,702,7.2,157.04,3,0,12.5,0
C02267,48,71641,594,5.0,45.32,1,2,23.9,0
C04275,22,77740,595,5.3,132.05,2,1,25.4,0
C00409,58,42672,653,6.2,180.57,3,0,11.1,0
C00171,25,54886,773,9.9,154.92,3,0,29.6,0
C00541,49,58158,675,3.9,78.29,0,1,8.5,0
C02211,48,41986,647,10.5,109.99,3,3,14.3,1
C02305,57,67996,662,5.6,248.72,2,3,18.5,0
C02568,46,80116,732,0.2,367.68,2,1,3.6,0
C00614,36,50263,777,6.1,174.04,0,3,16.8,0
C02102,47,73642,565,5.6,332.75,1,0,14.6,1
C01809,24,43142,615,5.7,147.69,2,0,21.8,0
C03439,58,66738,661,5.0,238.33,1,1,14.2,0
C01162,40,77021,586,7.9,186.87,4,1,15.0,0
C04226,28,62722,737,3.9,210.94,0,1,21.5,0
C03120,55,62637,641,5.2,189.57,5,1,12.4,0
C03653,37,69977,809,3.7,121.53,3,1,17.9,0
C01611,52,67987,819,9.9,222.05,3,1,24.4,0
C01933,54,47913,819,13.0,234.99,1,0,13.3,0
C03028,50,49203,702,1.9,349.44,1,0,28.3,0
C00565,56,90397,708,5.6,128.04,0,4,17.4,0
C03572,54,32332,668,5.2,315.45,3,2,5.7,0
C04248,28,64355,810,6.6,204.72,0,0,25.4,0
C02389,59,30783,650,9.8,210.13,2,1,17.8,1
C01472,48,45231,718,9.7,211.05,5,0,13.8,0
C02631,58,61231,801,4.9,193.52,2,0,10.3,0
C01836,26,18000,586,7.0,193.9,0,3,19.7,0
C04929,28,51925,615,7.3,168.1,1,0,11.6,0
C03476,29,80610,699,0.9,103.18,0,1,29.9,0
C01534,28,66628,638,0.2,190.45,1,2,6.3,0
C04328,38,51040,640,5.6,296.17,2,0,14.4,1
C02485,34,65254,572,10.3,141.17,3,2,15.2,0
C04208,58,38592,636,5.8,199.45,5,0,1.5,0
C01173,36,60223,684,3.6,127.0,2,1,14.1,0
C01428,57,36821,718,6.5,78.19,1,2,7.0,0
C00326,30,63651,642,4.4,109.68,1,4,21.5,0
C01052,35,71190,821,3.9,114.35,2,0,25.5,0
C03320,22,56988,646,5.2,173.36,0,0,20.5,0
C04722,54,57507,696,6.8,159.16,2,0,17.7,0
C03865,46,63500,712,3.7,171.83,2,1,10.1,0
C02604,43,70293,716,4.6,305.78,2,1,29.3,0
C01739,21,54566,626,3.0,101.28,2,0,13.3,0
C01197,49,53645,639,4.5,144.03,1,0,20.8,0
C00621,38,58847,710,10.6,263.03,0,1,19.0,0
C01375,56,69382,732,9.0,310.59,0,1,19.5,0
C02880,60,79418,597,9.1,132.01,0,2,18.8,0
C01190,21,35639,696,10.8,60.68,4,2,16.0,0
C00329,26,48587,674,3.5,197.06,2,1,14.6,0
C00649,59,82393,589,9.1,230.45,0,2,7.2,0
C00898,23,66732,639,0.5,263.33,2,0,18.4,0
C03883,44,70230,686,5.1,216.34,4,0,15.1,0
C01124,30,67763,630,10.5,261.79,2,0,20.2,0
C01892,30,47936,618,8.3,382.24,2,1,7.1,0
C04644,23,54368,568,2.7,182.89,1,1,18.3,0
C04792,60,55620,690,3.3,293.98,3,1,13.3,0
C04530,43,26994,623,2.6,213.63,2,0,18.2,0
C04235,31,63699,694,6.0,284.51,2,1,4.5,0
C01594,21,52394,640,2.9,125.03,1,3,24.0,0
C03313,58,59827,613,8.8,239.16,2,4,30.1,0
C02548,44,44841,729,7.3,128.44,0,1,10.5,0
C01546,44,39488,490,8.9,108.0,3,0,17.2,0
C04337,51,37688,725,10.1,143.94,1,3,8.6,0
C01024,54,69046,719,0.6,178.95,2,2,27.5,0
C01972,57,59671,665,3.3,119.59,3,0,12.3,0
C04989,58,40291,720,2.8,180.21,1,2,22.4,0
C01715,46,35025,629,4.4,158.12,2,0,20.7,0
C01718,36,34818,659,5.9,240.38,2,0,19.8,0
C01478,36,64987,702,9.2,224.43,2,0,17.3,0
C00810,60,60130,691,1.8,309.26,1,2,15.0,0
C02851,28,43895,653,2.1,161.27,2,0,24.1,0
C00979,35,97217,676,7.4,94.59,2,2,19.9,0
C04688,32,48650,645,3.2,20.0,0,1,27.3,0
C04896,37,65006,582,0.2,270.84,2,3,22.2,0
C01685,35,70258,686,3.2,20.0,4,3,26.2,0
C04661,54,61277,597,4.7,185.87,0,2,19.3,0
C01515,30,74643,665,7.4,184.62,2,0,13.2,0
C02405,36,50180,704,5.0,182.01,5,0,16.7,0
C02022,47,50276,582,10.2,144.63,2,0,16.1,0
C04554,43,62060,582,2.7,164.24,6,0,9.9,0
C01768,39,53004,764,6.6,278.1,1,1,15.2,0
C00175,48,44732,732,6.8,167.29,1,0,14.8,0
C01555,39,58798,687,4.5,294.65,1,0,11.6,0
C04216,60,91662,629,2.2,221.6,4,1,22.8,1
C01483,32,33487,659,4.6,234.45,2,2,27.0,0
C04462,34,55588,554,3.8,186.41,6,0,1.7,0
C00218,24,33568,619,9.6,289.41,2,1,16.6,0
C03915,52,71135,637,4.8,254.71,1,1,26.6,0
C03721,46,65047,586,1.4,57.23,1,1,13.8,0
C00691,60,73987,607,0.7,118.56,4,0,28.6,0
C02578,39,39350,642,4.4,146.94,1,0,23.7,0
C02234,26,38569,776,1.9,91.54,1,1,25.1,0
C02239,40,45263,627,5.7,196.22,2,0,17.4,0
C01107,30,70507,659,7.7,293.8,3,1,10.4,0
C01790,51,63994,680,6.6,139.96,4,3,15.5,0
C03189,23,54870,681,3.9,148.45,2,1,20.8,0
C02437,46,45575,635,7.5,149.88,2,3,20.3,0
C00612,39,47882,768,5.7,260.17,1,4,15.8,0
C03661,43,51066,724,6.5,162.22,4,3,20.2,0
C03712,60,49683,650,0.7,245.25,0,0,20.1,0
C00577,58,61029,732,2.7,237.37,5,0,13.8,0
C02064,49,64083,757,3.7,219.23,6,0,11.4,0
C04436,58,51538,565,5.9,102.81,2,2,10.2,0
C01181,45,55695,640,0.2,218.88,1,1,7.0,0
C00889,21,55843,769,10.2,117.97,3,0,20.1,0
C03129,41,71872,576,3.8,167.88,1,2,18.4,0
C01733,48,23501,654,7.8,182.9,2,1,29.5,0
C02664,40,64132,722,8.6,210.15,1,2,29.7,0
C00818,25,79179,689,5.5,241.61,2,2,23.7,0
C03278,30,102698,612,4.0,261.81,2,2,22.3,0
C01860,50,55004,683,2.0,131.99,0,0,16.5,0
C00209,31,54689,724,6.7,151.19,3,0,26.1,0
C00294,34,75881,719,3.9,287.01,2,2,19.3,0
C01120,40,80149,617,8.2,173.24,1,1,13.0,0
C02214,25,40826,767,9.2,165.83,3,2,28.3,0
C01610,26,60636,648,5.3,194.99,1,2,15.4,0
C01265,30,62057,586,1.0,167.55,1,1,18.9,0
C00991,34,45229,732,5.8,159.72,2,1,13.0,0
C04198,25,39341,479,6.3,181.14,1,1,23.9,0
C01617,52,45219,710,8.9,167.68,0,1,19.9,0
C00354,38,45347,619,14.1,219.75,5,2,17.5,0
C04558,55,51883,583,8.0,138.38,2,2,17.5,0
C02023,47,91400,627,5.5,139.35,0,1,20.7,0
C03691,37,39120,583,5.8,349.09,1,2,11.7,0
C02556,25,50508,743,7.9,242.38,3,0,17.4,0
C03049,27,66756,721,4.1,199.63,3,4,14.2,0
C01229,27,34585,672,11.4,317.97,0,0,13.8,0
C00260,44,52357,651,9.9,198.8,1,0,19.4,0
C01520,39,42938,750,4.1,238.36,4,0,23.8,0
C01778,27,37113,616,9.2,195.7,4,1,12.9,0
C04740,41,64044,723,7.1,73.71,2,0,9.4,0
C01771,34,73143,580,4.0,183.74,1,1,16.9,0
C04354,37,77802,710,5.4,20.0,3,1,17.8,0
C00053,35,46779,644,0.2,171.98,2,1,11.8,0
C03474,56,50588,748,4.6,74.4,3,1,15.1,0
C04684,23,46927,687,4.8,212.14,2,0,22.8,0
C04412,44,79729,688,9.3,232.5,1,1,17.6,0
C02410,22,73176,656,5.7,173.15,0,2,13.9,0
C02788,23,85672,751,3.9,251.07,3,0,14.0,0
C02345,44,29115,711,4.3,110.3,3,0,10.0,0
C01034,33,55276,682,3.2,182.67,2,1,25.7,0
C01098,51,61068,746,7.0,165.21,0,0,12.4,0
C00544,27,75756,654,3.5,245.49,0,1,16.7,0
C01047,30,50770,712,6.6,170.25,1,1,19.9,0
C01895,26,24421,602,7.6,114.47,0,0,13.4,0
C04377,33,90186,580,8.3,199.33,5,1,10.8,0
C00031,39,24526,608,2.1,43.72,0,1,21.2,0
C00726,25,65329,630,5.9,157.55,2,4,11.0,0
C04962,41,46262,694,1.0,153.73,1,1,27.1,0
C04719,37,55320,603,6.8,236.19,6,1,21.8,1
C03904,21,55134,665,2.9,175.73,2,3,20.2,0
C01427,47,47648,549,2.9,156.12,1,5,32.1,0
C02498,56,43646,608,5.6,155.6,1,1,20.9,0
C00437,43,66286,684,2.1,150.34,1,2,15.6,0
C02471,56,29064,565,3.6,219.11,0,0,21.0,0
C00913,36,39706,826,5.6,123.24,1,3,20.1,0
C04223,54,53311,755,2.0,41.22,2,1,4.7,0
C04353,43,31517,659,2.4,150.61,1,1,22.2,0
C04513,25,44195,850,6.8,167.22,2,2,13.4,0
C04444,39,69911,827,0.8,160.16,2,0,35.0,0
C02288,53,21389,683,10.0,110.95,4,2,9.8,0
C04598,21,85274,706,2.2,195.07,4,2,17.5,0
C01239,32,39247,840,4.5,238.73,2,1,5.3,0
C00904,56,41244,580,0.2,206.67,2,1,16.9,0
C03621,60,64660,644,6.5,287.42,2,1,25.0,0
C03232,29,60743,711,7.8,69.98,1,2,18.7,0
C02860,38,82059,736,6.2,53.18,3,0,15.8,0
C00508,30,18000,702,6.6,326.01,1,3,28.3,0
C03222,31,52207,648,10.7,226.54,0,1,18.5,0
C00184,48,54363,659,2.8,131.49,2,0,10.1,0
C01565,43,60424,789,7.7,179.36,4,0,14.9,0
C02705,23,79408,631,5.4,144.96,0,1,17.4,0
C00322,25,81290,579,11.5,184.29,2,1,17.4,0
C03564,52,61165,702,3.3,113.92,3,1,19.6,0
C01539,49,42911,706,12.1,230.77,2,0,13.1,0
C01838,33,48044,556,1.3,177.71,3,0,19.9,1
C02381,28,48211,586,3.1,164.66,0,1,15.5,0
C01913,21,48282,707,7.3,109.88,2,0,22.3,0
C01841,38,44288,677,11.1,200.9,1,1,25.6,0
C02116,29,43989,667,1.3,163.77,1,0,16.2,0
C04438,58,49325,831,4.1,20.0,2,0,26.2,1
C01147,42,82015,685,2.6,179.92,4,1,20.5,0
C02487,30,80971,662,2.6,172.22,3,0,24.4,0
C00045,23,67230,587,11.4,289.71,0,1,14.7,0
C02155,49,66139,677,5.0,290.77,1,1,9.2,1
C01527,33,58519,675,6.1,131.37,2,2,24.8,0
C04856,48,46018,833,8.4,97.68,1,0,14.7,0
C01379,41,50064,733,0.2,190.0,5,1,11.6,0
C01766,58,59509,634,1.8,116.61,2,0,15.5,0
C03013,22,64363,752,6.4,175.15,0,1,9.3,0
C00414,26,41653,752,4.9,160.47,2,0,30.2,0
C04285,25,68772,638,8.0,251.41,2,2,21.4,0
C01408,55,49774,643,4.2,290.89,2,2,27.0,0
C01659,54,49725,622,2.1,245.63,1,1,25.8,0
C00802,33,34752,600,3.6,223.38,0,1,24.0,0
C01289,25,56065,662,5.2,58.12,1,1,18.3,0
C02183,45,44526,764,0.2,165.99,1,1,19.8,0
C02589,59,70208,628,8.6,314.5,1,1,15.2,0
C02616,47,67027,624,5.3,105.8,1,1,21.7,0
C02319,55,73085,745,6.0,196.56,1,1,12.6,0
C00257,48,67531,511,4.7,109.84,2,0,26.8,0
C04542,46,66104,589,10.5,175.26,3,2,23.4,0
C01730,25,47337,696,5.1,179.75,3,2,15.7,0
C01152,41,46433,718,6.3,135.98,1,1,15.7,0
C04145,26,60748,764,1.7,158.81,1,2,17.3,0
C00648,42,43238,687,6.1,224.35,3,0,27.1,0
C02909,26,54928,636,2.7,214.16,1,0,28.7,0
C01703,48,53257,686,0.2,221.66,2,2,16.9,0
C01882,31,62080,705,2.9,33.56,3,0,28.8,0
C03769,53,66417,607,9.7,221.79,0,0,17.8,0
C01316,32,66391,683,7.0,133.87,3,1,18.7,0
C02270,60,79546,739,5.0,142.9,1,1,15.4,0
C01967,35,66196,639,7.5,136.27,0,1,16.4,0
C02466,28,62507,631,2.6,220.29,0,0,25.3,0
C03856,49,44237,775,8.0,115.38,1,3,20.9,0
C01351,23,30106,765,8.0,114.96,0,0,15.6,0
C03297,29,63753,698,7.0,267.48,1,1,22.2,0
C00113,43,76525,647,6.3,309.41,1,2,10.5,0
C03134,24,70396,688,7.3,267.11,3,4,18.1,0
C00264,58,53300,617,3.0,139.51,3,3,21.4,0
C01394,50,52456,717,3.4,310.75,2,1,14.4,0
C01879,50,41002,832,7.5,105.28,3,2,19.8,0
C01187,26,45208,628,5.0,217.38,5,4,17.1,0
C03072,40,76383,701,2.5,244.49,1,3,17.0,0
C00057,42,70130,641,8.3,281.28,1,2,16.1,1
C01310,55,47549,646,0.2,76.35,2,0,6.3,0
C00696,31,100476,754,10.4,204.34,4,1,26.2,0
C02953,58,28554,685,3.9,201.0,1,1,18.8,0
C01727,58,56105,694,2.1,108.93,1,0,18.0,0
C02092,34,59511,725,7.1,171.69,1,2,20.2,0
C03870,49,84226,671,6.2,235.19,1,1,20.4,0
C00320,51,44589,677,6.0,157.21,2,2,15.2,0
C04321,47,83084,670,2.2,256.47,0,0,16.3,0
C00683,59,44108,740,1.8,303.78,0,0,20.1,0
C03842,40,40662,718,5.7,20.0,2,1,25.7,0
C03214,59,57531,701,4.3,217.92,1,2,15.3,0
C02003,36,76005,622,9.2,161.84,5,1,18.7,0
C04783,34,40943,615,10.0,233.72,2,1,21.4,0
C04151,34,51469,595,5.8,248.7,5,0,28.5,0
C00287,27,80911,613,0.5,122.15,1,0,12.1,0
C01889,23,63660,741,0.2,349.67,0,1,19.0,0
C02338,53,59697,635,2.8,210.45,2,1,17.3,0
C02521,38,48858,717,0.6,203.68,2,0,25.5,0
C02278,23,49651,737,5.6,240.65,3,0,21.3,0
C02128,46,61565,647,1.2,140.1,2,1,11.5,0
C03500,38,27650,750,5.0,143.46,3,0,19.2,0
C04212,49,51767,694,4.0,109.2,2,0,27.1,0
C02084,47,76472,585,6.8,188.81,1,1,13.4,0
C00737,50,44319,709,2.9,114.36,3,1,7.4,0
C04802,44,61404,746,5.4,196.79,2,1,17.4,0
C00337,59,62516,667,12.5,86.33,0,0,15.5,0
C02597,41,60641,715,0.3,258.38,3,1,7.9,0
C02772,22,72947,551,3.9,104.75,4,1,14.4,1
C03705,58,45376,616,1.8,258.1,1,1,24.0,0
C04405,31,73454,764,0.5,247.48,1,1,15.7,0
C01072,29,54099,680,0.2,166.32,1,1,18.2,0
C02291,36,43283,850,11.6,128.56,4,1,21.2,0
C01673,31,44404,675,3.2,102.16,1,1,10.7,0
C04084,52,19813,688,4.1,179.45,1,1,19.3,0
C04251,37,50660,727,0.7,216.47,1,0,24.0,0
C04114,60,52514,637,5.3,272.62,5,0,25.1,0
C04409,31,48706,632,6.3,237.91,2,1,22.2,0
C03367,45,63586,670,10.5,254.19,2,0,19.4,1
C01489,25,60947,793,4.6,215.72,1,1,10.5,0
C00499,58,53018,670,3.0,296.33,1,2,15.7,0
C04383,35,49011,703,0.2,206.03,3,2,23.9,0
C03480,52,40643,724,2.7,61.68,2,2,19.1,0
C02582,39,52448,569,1.7,217.84,0,0,8.3,0
C03124,45,57939,727,1.6,130.97,1,3,7.7,0
C02922,51,82220,671,6.7,245.5,2,1,14.3,0
C04378,31,70887,774,0.8,214.78,0,0,14.5,0
C02645,39,59570,591,7.8,193.45,2,1,23.4,1
C04287,49,50034,639,0.2,291.99,3,1,19.3,0
C04041,34,53975,602,4.7,241.27,2,2,20.2,0
C02035,60,58235,661,9.0,119.81,2,3,24.7,0
C01023,55,76316,681,4.5,58.38,4,0,13.6,0
C02283,33,59873,592,4.7,241.07,1,2,17.0,0
C04887,48,49524,693,7.1,130.89,2,0,15.7,0
C04220,27,51028,651,6.3,152.22,1,0,17.8,0
C03064,26,61386,737,4.2,270.63,1,2,19.6,0
C04366,54,48070,653,0.2,78.22,3,3,18.1,0
C00666,48,73232,731,7.6,177.7,0,0,12.3,0
C03933,49,59852,627,2.5,294.2,3,0,35.0,0
C02639,27,65654,640,7.7,116.36,1,0,18.8,0
C03177,45,64939,756,7.0,135.12,0,0,1.7,0
C04266,60,48927,578,7.0,189.69,0,1,17.5,0
C03122,60,36807,802,1.8,81.6,1,1,25.8,0
C01018,40,34283,662,5.7,201.2,1,0,12.3,0
C00558,56,31783,648,3.3,141.82,5,0,11.5,0
C02400,50,68023,732,5.2,160.81,3,1,20.2,0
C01208,49,65786,594,7.8,118.7,3,1,14.3,0
C02006,26,51297,660,3.1,245.18,1,1,16.8,1
C02657,23,70635,665,7.3,214.34,3,0,14.2,0
C02136,48,67018,604,6.9,207.28,3,0,16.7,0
C01511,34,43602,535,4.3,211.92,3,1,12.7,0
C01737,41,33745,753,5.8,184.04,2,1,14.2,0
C00246,24,39520,647,4.7,138.37,2,1,18.5,0
C01164,42,54416,613,5.6,131.98,4,1,11.0,0
C03363,22,46564,627,2.3,57.35,4,3,22.2,0
C00267,38,53878,783,4.3,236.01,3,1,15.3,0
C02367,34,54738,561,0.4,177.81,6,0,21.4,0
C01115,28,65766,751,3.3,274.93,2,0,23.6,0
C00064,59,50393,626,5.4,232.94,1,0,28.3,0
C02593,42,30229,612,9.4,93.75,1,1,16.5,0
C02789,21,45609,699,5.5,93.01,3,0,16.2,0
C02758,46,37177,511,9.9,241.16,2,0,22.9,0
C03012,41,74119,697,3.3,274.78,1,2,22.7,0
C03077,25,42909,706,3.1,204.52,1,2,15.8,0
C02999,38,72426,625,0.4,222.81,1,1,25.0,0
C02816,24,68551,720,3.3,154.42,1,2,14.3,0
C02260,60,63630,698,0.3,151.27,2,0,20.7,0
C04959,57,97067,688,5.6,146.42,2,1,7.6,0
C03205,32,60901,518,2.4,54.69,3,0,13.9,0
C01238,25,48276,678,6.4,182.71,0,2,19.9,0
C00104,21,62497,713,3.3,187.01,1,0,16.1,0
C02644,39,85456,615,5.3,134.56,4,1,23.0,0
C00273,27,70591,673,8.0,187.47,1,2,7.6,0
C00509,31,23077,652,2.6,389.66,1,1,12.7,0
C02227,56,63373,680,2.2,322.17,1,0,15.5,0
C04934,54,51152,664,6.4,262.55,2,0,23.9,0
C02442,21,78891,780,5.7,124.83,1,2,12.7,0
C00866,48,64714,689,5.0,260.3,1,1,12.6,0
C03327,27,54185,785,4.0,133.37,2,2,22.2,0
C00909,35,49823,627,0.7,171.17,5,1,25.9,0
C02115,50,64662,689,2.8,120.99,1,1,10.6,0
C03897,42,64334,584,4.7,217.62,1,2,16.5,0
C01628,44,76239,754,6.0,156.32,2,0,14.8,1
C02874,29,58801,708,0.2,130.86,1,1,22.5,0
C01523,28,45729,705,2.9,197.3,1,0,16.4,0
C00836,52,66529,665,0.7,120.22,4,0,13.1,0
C00359,24,42167,585,2.6,103.38,1,1,24.7,0
C00139,34,61903,758,6.4,219.92,3,1,18.5,0
C00300,21,72401,664,2.3,103.87,1,1,17.0,0
C01557,56,59100,687,11.7,290.58,1,0,24.2,0
C01004,56,54434,821,5.1,168.29,2,0,17.1,0
C00383,58,30035,761,9.9,280.77,3,0,1.5,0
C00942,37,47491,790,9.5,139.71,3,0,15.5,0
C04447,33,34276,758,1.9,152.02,3,0,22.3,0
C04855,23,57458,689,14.5,200.22,2,1,17.2,0
C00762,43,59807,685,11.0,142.35,2,0,14.9,0
C01706,55,76818,667,0.2,189.68,3,2,22.4,0
C01874,58,100357,512,13.1,156.0,4,0,13.3,0
C02551,47,49851,676,5.0,123.15,1,2,19.9,0
C02087,50,81913,608,9.0,248.47,0,0,14.7,0
C02198,55,54715,715,10.3,183.88,2,1,10.3,0
C00899,23,32976,553,1.2,121.57,1,0,19.3,0
C04000,41,80824,742,3.6,163.28,3,1,18.1,0
C03616,38,41942,676,7.6,205.1,1,3,18.6,0
C01403,32,67995,707,3.4,177.22,2,0,25.0,0
C03874,40,69654,846,11.1,268.01,2,1,21.4,0
C03786,43,67969,687,3.7,178.19,3,0,17.9,0
C04387,31,68806,729,7.8,185.58,4,2,11.3,0
C02956,60,65972,605,1.9,289.71,1,0,20.3,0
C01513,50,45566,667,3.6,157.88,1,1,19.6,0
C01189,43,52428,634,3.6,283.26,2,0,13.7,0
C02990,38,44880,633,7.2,146.81,1,0,11.5,0
C02081,54,51457,674,8.5,57.61,0,1,17.6,0
C04984,37,70724,664,4.4,191.41,0,2,6.7,0
C03438,47,54102,616,3.7,170.27,6,1,23.3,0
C00109,39,60836,733,7.5,246.46,0,1,22.0,0
C04699,33,51836,582,3.7,255.08,1,0,21.1,1
C02828,58,63855,759,1.5,223.33,1,2,10.5,0
C04748,31,40464,736,8.3,112.52,1,3,19.9,0
C00059,50,73266,696,4.8,45.17,3,2,10.2,0
C00077,34,51793,710,1.7,208.25,1,0,15.2,0
C00797,59,58893,708,2.8,158.86,4,2,17.8,0
C00369,21,55108,636,6.2,105.79,0,0,19.1,0
C04906,46,53427,661,3.0,296.08,1,0,29.5,0
C00786,44,77648,673,6.2,115.27,5,1,21.0,0
C02089,33,54884,668,8.7,271.71,3,2,16.3,0
C02315,30,57688,752,8.5,175.5,0,4,15.9,0
C03385,52,38359,647,4.7,130.1,2,0,21.1,0
C03606,26,48985,641,6.0,132.97,2,0,15.1,0
C04112,40,51456,648,7.5,123.57,2,1,18.8,0
C01903,49,61107,661,7.2,222.61,3,0,16.0,0
C01704,28,29000,697,2.1,280.98,3,0,17.2,0
C00122,47,61593,699,5.2,245.58,1,1,28.1,0
C01845,50,48372,632,5.8,211.32,3,2,14.8,0
C02370,28,19638,711,3.4,136.18,2,2,8.3,0
C03729,34,80667,576,6.0,106.2,3,3,11.4,0
C00911,51,45678,527,4.3,257.12,1,1,22.2,0
C00125,55,89095,498,5.7,267.03,2,1,21.8,0
C02573,50,37141,598,9.3,235.71,1,0,17.7,1
C01587,53,63809,780,0.5,183.81,0,0,17.8,0
C01258,43,43282,764,2.1,125.73,2,4,15.4,0
C03442,21,84623,560,2.6,179.87,0,0,28.2,0
C03481,52,53451,704,2.3,177.07,1,2,19.5,0
C04109,41,45135,635,6.6,257.02,2,1,18.2,0
C01179,31,54042,603,7.6,40.23,1,0,22.0,0
C03464,23,75500,539,8.7,252.61,3,3,20.2,0
C03470,55,59709,595,0.2,101.46,3,1,5.1,0
C03468,31,52697,720,4.8,266.66,0,1,21.7,0
C02104,26,42714,648,10.9,76.97,1,0,14.3,0
C00443,26,49042,583,9.3,226.21,1,0,22.4,0
C02228,58,57273,850,9.6,220.12,1,2,7.5,0
C04417,39,78197,691,0.2,200.95,2,0,26.0,0
C00926,58,31956,647,9.4,104.78,2,0,18.4,0
C04021,26,65091,593,2.0,124.55,2,1,18.3,0
C02146,38,78188,631,7.5,238.62,2,0,20.3,0
C04771,32,31543,648,2.7,137.15,4,1,13.4,0
C01412,43,55155,746,1.0,113.95,3,1,24.6,0
C03467,42,63615,802,5.0,200.47,2,2,18.1,0
C02073,37,50666,687,1.4,87.79,1,1,10.8,0
C01510,48,24958,563,5.0,208.01,0,2,18.5,0
C01228,60,26011,759,5.9,209.43,1,0,18.7,0
C04073,54,61216,709,2.0,286.6,3,1,28.0,0
